name,G,GS,MP,FG,FGA,FG%,P2,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB
Rashid Cann,94,56,17.7,0.9,2.5,.363,0.7,1.8,.399,0.2,0.6,.262,0.6,0.9,.632,0.4,1.0
Tom Cann,1,,,0.0,0.0,,1.0,2.0,.500,0.0,,,,,0.0,1.0,
Zaronn Cann,8,1,8.5,1.0,2.1,.471,1.0,1.9,.533,0.0,0.3,.000,0.8,1.1,.667,0.1,0.6
Larry Cannaday,23,,,3.2,5.6,.570,1.0,1.5,.706,3.2,,,,,1.2,7.7,
Ty Cannaday,3,0,4.0,0.0,1.0,.000,0.0,0.3,.000,0.0,0.7,.000,0.0,0.0,,0.0,0.3
_ Cannaday,20,,,1.1,,,0.4,,,,,,,,,2.5,
Calvin Cannady,63,,,3.9,6.3,.610,,,,,,,2.3,3.0,.779,5.1,0.1
Devin Cannady,104,67,31.1,4.6,10.5,.441,2.0,4.1,.500,2.6,6.4,.403,2.7,3.1,.896,0.5,3.6
Larry Cannady,56,,,4.8,10.1,.480,,,,,,,3.4,4.9,.692,7.9,0.6
Quinn Cannington,25,3,1.5,0.2,0.4,.500,0.1,0.3,.429,0.1,0.1,.667,0.1,0.1,1.000,0.0,0.0
J.J. Cannizzaro,3,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.3
Bill Cannon,37,,,0.6,1.9,.306,0.6,0.8,.677,1.0,,,,,0.6,1.8,
Calvin Cannon,52,25,27.0,2.9,8.7,.333,1.2,3.5,.344,1.7,5.2,.325,1.8,2.1,.864,0.6,1.5
Cedric Cannon,34,,,3.5,7.7,.452,2.9,4.0,.721,5.2,,,,,3.4,9.8,
Chase Cannon,24,0,1.3,0.1,0.6,.214,0.1,0.3,.333,0.0,0.3,.125,0.0,0.1,.000,0.2,0.1
Coak Cannon,54,,15.9,2.0,5.4,.366,2.0,2.9,.667,4.4,,,,,1.4,5.9,
Dexter Cannon,53,,19.5,3.1,7.4,.414,1.9,3.7,.515,1.2,3.7,.313,1.1,2.1,.496,,
Don Cannon,5,,,0.0,0.6,.000,0.2,0.4,.500,0.0,0.0,,,,0.6,0.2,
Dontae Cannon,117,65,24.0,3.0,7.2,.411,2.4,5.4,.447,0.6,1.8,.306,1.8,2.3,.771,0.6,2.0
Ed Cannon,66,,,3.8,10.5,.357,2.2,4.1,.532,10.7,,,,,2.6,9.7,
Granville Cannon,47,,,3.4,7.6,.451,1.3,1.7,.753,2.6,,,,,,8.2,
Greg Cannon,64,,,1.4,3.6,.378,1.0,1.6,.660,2.1,3.6,,,,2.5,3.8,
Jack Cannon,45,,,0.9,3.5,.253,0.3,0.5,.583,0.8,0.4,,,,0.6,2.1,
Jalen Cannon,127,114,29.8,5.0,9.4,.525,4.6,8.2,.558,0.4,1.2,.301,3.3,4.8,.679,3.5,5.7
Jermaine Cannon,26,2,8.5,0.7,1.5,.447,0.7,1.4,.472,0.0,0.1,.000,0.5,0.9,.609,0.3,0.7
John Cannon,77,3,6.2,0.9,1.8,.521,0.9,1.8,.529,0.0,0.0,.000,0.3,0.4,.765,0.5,0.9
Kendrick Cannon,44,8,13.7,1.9,4.8,.401,1.2,2.7,.441,0.8,2.1,.351,1.3,1.7,.770,,
King Cannon,82,6,13.7,0.9,2.2,.389,0.5,1.1,.409,0.4,1.1,.368,0.6,0.9,.635,0.4,1.1
Kyle Cannon,9,0,6.8,0.7,2.3,.286,0.4,1.3,.333,0.2,1.0,.222,0.3,0.4,.750,0.6,1.2
Larry Cannon,75,,,7.5,16.7,.452,4.0,5.7,.698,9.0,4.6,,,,2.1,19.1,
Marvin Cannon,76,33,17.7,1.5,3.7,.406,1.1,2.3,.488,0.4,1.5,.279,1.9,2.3,.820,0.9,2.0
Maurice Cannon,60,53,26.1,4.1,9.2,.448,3.0,5.4,.552,1.2,3.8,.300,2.7,3.6,.755,,
McKay Cannon,128,58,18.5,1.2,3.0,.401,0.5,1.0,.492,0.7,2.1,.358,0.6,0.9,.714,0.2,1.3
Pat Cannon,,,,,,,,,,,,,,,,,
Pat Cannon,4,,,1.0,2.5,.400,0.5,2.0,.250,1.0,,,,,1.5,2.5,
Richard Cannon,57,55,24.1,2.0,4.8,.410,1.2,2.6,.476,0.7,2.2,.333,0.9,1.2,.776,1.1,3.1
Rick Cannon,42,,,3.0,7.1,.431,1.2,1.7,.712,5.0,,,,,2.0,7.3,
Ricky Cannon,107,0,11.6,3.9,7.7,.507,3.9,7.6,.507,0.0,0.0,.333,2.7,3.7,.746,,
Sam Cannon,61,1,6.8,0.7,1.6,.469,0.7,1.6,.460,0.0,0.1,.500,0.5,0.8,.647,,
Seth Cannon,24,0,1.6,0.2,0.5,.333,0.1,0.3,.375,0.0,0.2,.250,0.0,0.2,.200,0.2,0.4
Terry Cannon,97,88,28.6,4.3,9.6,.443,3.2,6.5,.492,1.1,3.1,.342,2.2,2.9,.744,,
Tim Cannon,9,0,2.0,0.1,0.3,.333,0.1,0.3,.333,0.0,0.0,,0.2,0.4,.500,,
Michael Cano,8,0,5.9,0.0,0.5,.000,0.0,0.1,.000,0.0,0.4,.000,0.0,0.0,,0.0,0.5
Michael Cano,43,1,2.5,0.2,0.6,.269,0.1,0.4,.294,0.0,0.2,.222,0.1,0.2,.556,,
Norm Canovale,,,,,,,,,,,,,,,,,
Harlan Cansler,8,,,1.1,2.3,.500,2.8,3.3,.846,2.8,,,,,2.0,5.0,
Joey Cantafio,21,0,4.5,0.4,1.0,.409,0.2,0.5,.364,0.2,0.5,.455,0.5,0.7,.714,0.0,0.5
Jim Cantamessa,120,91,23.4,3.4,7.6,.448,1.8,4.0,.438,1.6,3.6,.459,2.5,3.0,.849,,
Earl Canteen,4,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,
Jaspin Canteen,4,0,1.5,0.0,0.8,.000,0.0,0.3,.000,0.0,0.5,.000,0.0,0.0,,0.0,0.3
Joey Cantens,9,0,5.3,0.2,1.2,.182,0.2,0.4,.500,0.0,0.8,.000,0.0,0.1,.000,0.0,0.1
Michael Canter,4,,,0.5,1.3,.400,0.0,0.0,,0.3,0.5,,,,0.8,1.0,
Barry Cantera,29,,,1.8,5.0,.354,0.7,1.1,.606,1.6,,,,,1.8,4.2,
_ Canterbury,7,,,0.6,0.9,.667,0.0,0.0,,1.1,,,,,0.1,1.1,
Oland DoDo Canterna,45,,,4.0,6.2,.655,4.0,6.4,.628,,,,,,3.1,12.1,
William Canterna,,,,,,,,,.679,,,,,,,,
Casey Cantey,110,61,25.8,3.8,9.5,.396,3.1,7.1,.440,0.6,2.4,.268,3.4,5.1,.663,1.2,2.8
Kevin Cantinol,75,24,13.9,1.5,3.2,.460,1.5,3.2,.460,0.0,0.0,,0.5,1.1,.450,1.3,1.6
Chad Cantor,49,1,2.4,0.2,0.9,.233,0.1,0.3,.235,0.1,0.5,.231,0.3,0.5,.654,,
Phil Cantore,,,,,,,,,.557,,,,,,,,
Bob Cantrell,70,68,,4.4,11.0,.398,1.2,1.8,.683,3.0,,,,,2.3,10.0,
Chris Cantrell,38,8,35.4,4.8,9.3,.514,,,,,,,1.8,2.5,.729,5.8,1.7
Chris Cantrell,45,11,14.2,1.9,4.1,.457,0.7,1.1,.667,3.3,0.6,0.4,0.2,0.7,2.1,4.4,
Chuck Cantrell,6,0,3.2,0.2,1.3,.125,,,,,,,1.2,1.3,.875,1.0,0.5
Damian Cantrell,51,,26.2,3.4,6.2,.545,3.2,5.6,.569,0.1,0.5,.269,1.6,2.7,.580,,
Dennis Cantrell,51,,,1.3,3.3,.400,1.9,2.7,.723,4.4,,,,,1.3,4.6,
John Cantrell,99,69,27.4,5.5,10.9,.506,5.0,9.3,.536,0.5,1.6,.327,2.0,3.0,.672,1.6,2.3
John Cantrell,69,,,4.4,13.7,.320,2.0,3.1,.631,2.3,3.4,,,,2.5,10.8,
Jon Cantrell,90,3,12.0,1.3,3.4,.381,0.6,1.3,.442,0.8,2.2,.345,0.6,0.8,.767,,
Ricky Cantrell,45,,,0.5,1.5,.343,,,,,,,0.2,0.5,.455,1.9,0.4
Sean Cantrell,3,0,1.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,0.7,0.7,1.000,,
Travis Cantrell,113,75,24.5,3.5,9.9,.355,1.2,3.4,.362,2.3,6.4,.351,2.0,2.4,.844,,
_ Cantwel,24,,,4.4,,,2.1,3.0,.704,,,,,,2.7,10.8,
Asa Cantwell,63,19,16.8,1.8,4.6,.383,0.2,0.5,.333,1.6,4.1,.388,0.4,0.5,.839,0.1,1.0
Bill Cantwell,26,,,3.5,,,2.7,4.2,.639,,,,,,3.0,9.7,
John Cantwell,38,,,1.3,3.4,.388,0.4,0.6,.583,0.6,,,,,0.9,3.0,
Kevin Cantwell,13,0,1.2,0.2,0.5,.500,0.2,0.2,.667,0.1,0.2,.333,0.0,0.0,,0.1,0.1
Barry Canty,55,3,5.8,0.4,1.6,.279,0.2,0.8,.267,0.2,0.7,.293,0.2,0.3,.625,,
Chris Canty,26,,,1.5,2.8,.542,,,,,,,1.0,1.5,.711,3.1,0.6
Jalen Canty,36,35,27.2,4.8,8.3,.577,4.8,8.3,.577,0.0,0.0,,2.4,4.0,.607,3.3,4.2
Jay Canty,57,35,23.5,3.7,8.2,.453,3.4,6.8,.496,0.4,1.4,.247,2.4,3.4,.694,1.4,2.8
Jeremy Canty,23,1,4.6,0.4,1.4,.303,0.1,0.6,.214,0.3,0.8,.368,0.0,0.1,.500,0.1,0.3
Kareem Canty,54,52,35.8,5.8,15.1,.384,3.3,7.6,.436,2.5,7.5,.331,3.0,4.1,.733,0.6,2.0
Keith Canty,15,,,1.1,2.9,.372,0.5,1.1,.500,1.9,,,,,1.0,2.7,
Mike Canty,63,38,28.7,1.3,3.4,.380,0.6,1.6,.398,0.7,1.9,.364,0.5,0.8,.558,0.2,0.8
Robert Canty,67,,,4.0,10.7,.373,3.3,5.7,.574,9.8,,,,,2.9,11.3,
Ryan Canty,103,27,12.3,1.3,2.5,.533,1.3,2.5,.533,0.0,0.0,,0.5,1.0,.435,1.8,2.7
Sean Canty,109,66,18.3,1.7,3.7,.466,,,,,,,0.5,0.9,.621,3.0,0.7
John Canzano,56,,,1.5,4.6,.331,1.0,1.3,.760,1.7,,,,,1.0,4.1,
Vic Caola,44,,,2.3,7.1,.328,1.2,1.7,.712,1.1,,,,,2.2,5.8,
T.J. Caouette,101,11,12.0,1.2,3.0,.401,0.7,1.3,.500,0.5,1.6,.321,0.8,1.0,.775,,
_ Capasso,20,,,1.8,5.3,.330,1.3,2.3,.578,3.9,,,,,2.3,4.8,
John Capavella,11,,,0.5,1.0,.455,0.2,0.4,.500,0.8,,,,,0.0,1.2,
John Cape,9,0,5.4,0.2,0.4,.500,0.2,0.4,.500,0.0,0.0,,0.1,0.7,.167,,
Jeff Capehart,18,,3.4,0.4,0.9,.471,,,,,,,0.2,0.4,.500,0.5,0.1
Tim Capehart,25,5,,1.4,3.6,.404,0.6,1.1,.556,1.2,1.2,,,,1.9,3.5,
Wade Capehart,113,13,27.7,4.0,7.4,.537,3.7,6.6,.551,0.1,0.2,.333,2.0,2.8,.730,3.8,2.3
Jason Capel,120,114,32.1,3.8,8.5,.443,2.4,4.9,.494,1.4,3.6,.375,3.1,3.8,.823,,
Jeff Capel III,129,106,29.3,4.5,10.6,.426,2.8,6.3,.445,1.7,4.3,.398,1.7,2.6,.672,,
Julian Capel,76,1,8.2,0.5,1.2,.391,0.4,0.9,.406,0.1,0.3,.348,0.3,0.4,.576,0.3,0.7
Bob Capener,97,32,25.0,3.7,8.4,.442,,,.460,,,.397,1.6,2.2,.731,,
Don Capener,49,9,17.1,2.4,5.9,.411,,,,,,,0.7,1.0,.647,1.3,1.3
Arthur Capers,40,15,17.3,2.4,5.7,.416,1.7,3.5,.486,0.7,2.2,.307,0.7,1.1,.636,0.7,1.9
Chris Capers,108,37,23.1,2.9,5.3,.547,3.2,5.8,.556,0.0,0.0,,1.1,1.8,.600,,
David Capers,126,67,22.6,2.9,6.9,.417,2.0,4.5,.449,0.9,2.4,.358,1.1,1.7,.645,,
Kenya Capers,51,8,27.2,4.9,10.5,.465,4.3,8.9,.487,0.5,1.6,.341,2.5,3.9,.648,,
Kevelin Capers,14,0,5.3,0.8,1.6,.500,0.7,1.4,.526,0.1,0.2,.333,0.7,1.2,.588,,
Marcell Capers,62,33,30.1,2.5,6.2,.407,1.8,4.5,.410,0.7,1.7,.400,1.7,2.6,.667,,
Marcus Capers,135,109,25.5,1.9,3.6,.518,1.8,3.4,.535,0.0,0.1,.100,1.3,2.1,.644,1.2,2.7
Tom Capiga,15,,,1.1,2.3,.457,0.1,0.3,.250,1.1,,,,,0.9,2.2,
Jake Capin,10,0,1.5,0.2,0.4,.500,0.0,0.1,.000,0.2,0.3,.667,0.2,0.2,1.000,0.0,0.0
Jim Capin,35,,,0.8,2.4,.349,0.2,0.4,.429,1.0,,,,,0.3,1.8,
Alex Capitano,7,0,4.4,1.1,2.1,.533,0.7,1.0,.714,0.4,1.1,.375,0.7,0.9,.833,0.3,0.3
Chris Capko,75,30,17.2,0.5,1.6,.295,0.4,1.2,.348,0.1,0.4,.152,0.6,0.8,.710,0.1,0.9
Michael Caples,5,,7.6,0.4,0.8,.500,0.0,0.2,.000,0.4,0.6,.667,0.0,0.2,.000,,
Ray Caplis,7,,,0.0,0.1,.000,0.3,0.4,.667,,,,,,1.4,0.3,
Bobby Capobianco,121,12,13.3,1.4,2.9,.494,1.1,2.1,.541,0.3,0.8,.363,0.9,1.4,.627,1.1,1.9
Mike Capobianco,52,,,0.4,1.0,.358,0.4,0.6,.625,0.5,2.7,,,,0.5,1.1,
Mike Capocci,98,11,8.7,0.7,1.4,.496,0.7,1.3,.528,0.1,0.2,.278,0.5,0.8,.620,0.6,0.9
Adam Caporn,59,58,29.2,2.2,5.7,.384,1.2,3.0,.415,0.9,2.7,.350,1.1,1.6,.667,0.2,2.0
Dick Capp,17,,,1.6,2.9,.540,0.2,0.5,.500,2.8,,,,,0.6,3.4,
Ben Cappadona,3,,,0.0,,,0.0,0.0,,0.7,0.3,,,,0.0,0.0,
Ben Cappadora,11,,,0.5,2.0,.227,0.3,0.5,.600,0.6,0.0,,,,0.5,1.2,
Jacob Capps,100,,21.5,2.5,6.0,.421,1.5,3.1,.481,1.1,2.9,.358,0.8,1.3,.616,,
Jordan Capps,100,46,19.3,3.9,7.2,.539,3.6,6.4,.561,0.3,0.8,.351,1.8,3.5,.501,1.6,3.2
Russ Capps,35,13,11.7,1.7,4.1,.407,,,,,,,1.3,1.9,.692,1.8,1.2
John Caprio,52,0,3.0,0.2,0.6,.333,0.2,0.5,.370,0.0,0.1,.000,0.2,0.4,.409,0.2,0.6
Fred Capshaw,10,,,0.6,1.8,.333,0.3,0.8,.375,1.0,,,,,0.4,1.5,
Tim Capstraw,11,,,0.5,1.6,.333,,,,,,,0.5,0.7,.750,0.9,
Courtney Captain,58,48,27.7,3.4,9.4,.361,1.5,3.6,.403,1.9,5.8,.334,1.7,2.2,.762,0.6,2.7
Joe Capua,80,,,5.1,14.3,.356,4.1,5.9,.693,5.2,,,,,2.2,14.2,
Thomas Capuano,126,66,24.2,1.9,4.7,.407,1.0,2.1,.446,1.0,2.6,.375,0.4,0.7,.621,0.3,1.7
Andrei Capusan,108,16,15.6,2.4,4.5,.530,2.4,4.4,.540,0.0,0.1,.091,1.5,2.0,.746,1.1,1.9
Richard Caputo,74,,,6.5,14.7,.443,3.1,3.8,.808,5.6,,,,,2.1,16.1,
Rick Caputo,17,,,0.2,1.4,.167,0.6,1.1,.611,0.8,,,,,0.9,1.1,
Derek Caracciolo,116,,21.0,2.9,4.5,.641,,,.595,,,.000,1.4,2.5,.558,,
Shawn Caracoza,89,16,11.7,1.2,3.1,.389,0.4,1.0,.430,0.8,2.0,.368,0.4,0.6,.649,,
David Caracter,1,1,,3.0,8.0,.375,3.0,7.0,.429,0.0,1.0,.000,0.0,0.0,,,
Derrick Caracter,79,36,19.7,4.0,7.1,.563,3.9,6.9,.570,0.1,0.2,.313,2.2,3.6,.628,2.4,3.2
Vince Carafelli,39,3,8.5,1.1,2.0,.532,1.1,2.0,.532,0.0,0.0,,0.9,1.2,.708,,
David Caraher,69,32,20.6,3.1,7.1,.435,2.1,4.0,.520,1.0,3.1,.327,1.7,2.2,.740,1.4,2.6
Tom Caraher,27,,,5.9,11.6,.508,,,,,,,2.0,2.6,.786,5.3,
Vin Caraher,105,0,8.9,3.1,5.6,.560,,,,,,,1.3,1.8,.698,3.5,
Jason Carapellotti,,,,,,,,,,,,,,,,,
Ray Carazo,73,,,4.6,11.1,.420,1.6,2.3,.717,3.8,,,,,2.1,10.8,
Jackson Carbajal,70,28,18.7,2.5,5.9,.416,1.6,3.1,.530,0.8,2.8,.291,0.9,1.6,.564,1.1,1.4
Joe Carballeira,48,,,3.8,8.3,.451,2.1,2.9,.716,3.1,3.8,,,,3.3,9.6,
Bob Carbaugh,38,,,1.1,3.2,.358,0.3,0.5,.600,2.3,,,,,1.1,2.6,
Cody Carbaugh,97,26,16.7,1.2,3.6,.328,0.6,1.5,.409,0.5,2.0,.265,0.5,0.7,.639,,
Roy Carberry,66,,,1.2,3.1,.374,1.7,2.4,.713,2.3,,,,,1.3,4.1,
Tobe Carberry,108,68,24.1,4.5,11.5,.391,3.9,9.4,.412,0.6,2.1,.296,1.8,2.7,.660,,
Paul Carbins,79,,,2.3,6.0,.375,1.7,2.9,.601,9.7,,,,,2.8,6.4,
Jason Carbone,59,6,10.3,1.0,2.8,.364,0.4,1.2,.366,0.6,1.6,.362,0.5,0.7,.769,0.4,0.6
John Carbone,,,,,,,,,.250,,,,,,,,
Mark Carbone,102,6,17.7,1.6,4.1,.378,0.4,1.0,.364,1.2,3.1,.383,0.9,1.0,.898,0.2,1.6
_ Carboneau,14,,,0.3,,,0.3,,,,,,,,,0.9,
Jack Carby,54,,,2.2,4.4,.504,1.6,1.6,1.035,7.8,,,,,1.9,6.1,
Alex Carcamo,18,,,2.4,5.7,.427,2.4,5.7,.427,0.0,0.0,,1.7,2.2,.775,,
Mihai Carcoana,12,0,4.6,0.6,1.8,.333,0.6,1.5,.389,0.0,0.3,.000,0.3,0.7,.500,0.8,1.2
Jody Card,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
Lewis Card,106,46,21.0,1.1,2.2,.506,,,,,,,0.6,1.0,.637,1.8,3.3
Mike Card,3,3,,0.7,1.3,.500,0.3,1.0,.333,0.3,0.3,1.000,0.7,0.7,1.000,,
Norman Card,33,,,0.8,1.7,.464,0.8,1.3,.581,1.5,,,,,1.0,2.3,
Kyle Cardaci,41,12,23.4,2.3,6.3,.367,0.4,0.9,.486,1.9,5.5,.348,0.6,0.7,.828,0.2,2.1
John Cardasis,2,,,0.5,0.5,1.000,0.0,0.0,,0.0,,,,,0.0,1.0,
Don Cardenas,43,,29.2,2.8,6.4,.440,0.6,0.8,.706,1.7,3.0,,,,1.6,6.2,
Eric Cardenas,5,3,17.2,3.2,7.4,.432,3.2,7.4,.432,0.0,0.0,,1.8,2.8,.643,,
Juan Cardenas,57,40,20.8,2.3,5.0,.456,1.5,2.7,.553,0.8,2.3,.344,2.1,3.0,.704,1.4,2.9
_ Cardenas,1,,6.0,0.0,2.0,.000,0.0,0.0,,0.0,,,,,0.0,0.0,
Alvaro Cardenas Torre,11,5,26.4,2.6,5.8,.453,1.0,2.5,.393,1.6,3.3,.500,0.5,0.8,.667,0.4,1.9
Kyle Carder,4,0,7.0,1.8,2.8,.636,0.5,0.5,1.000,1.3,2.3,.556,0.0,0.0,,0.0,0.3
Wesley Cardet Jr.,14,14,22.1,2.9,8.2,.357,2.2,5.6,.392,0.7,2.6,.278,1.8,2.4,.735,1.6,2.6
Michael Cardillo,44,,,0.2,0.6,.385,0.3,0.5,.650,0.4,,,,,0.6,0.8,
_ Cardillo,38,,,0.3,0.8,.323,0.3,0.6,.500,0.7,0.3,,,,0.8,0.8,
Brian Cardinal,132,125,28.0,3.8,8.1,.461,2.8,5.4,.508,1.0,2.7,.365,3.5,4.6,.761,,
Sam Cardinale,32,,,1.0,2.8,.352,0.7,1.2,.595,2.8,,,,,2.0,2.7,
Walt Cardinet,17,,,0.4,1.3,.318,0.1,0.4,.333,0.6,,,,,0.5,0.9,
Hugh Cardon,9,,,0.2,0.7,.333,0.2,0.6,.400,,,,,,0.3,0.7,
Doug Cardoni,3,0,1.7,0.0,0.7,.000,0.0,0.3,.000,0.0,0.3,.000,0.7,0.7,1.000,,
Willie Cardot,15,,,0.8,2.3,.343,0.5,0.5,1.000,1.0,0.9,,,,0.7,2.1,
Brian Cardwell,42,5,12.5,1.1,1.9,.600,1.0,1.7,.629,0.1,0.2,.400,0.4,0.9,.474,0.8,1.9
Cory Cardwell,42,2,9.4,0.8,2.3,.361,0.2,0.4,.529,0.6,1.9,.325,0.3,0.4,.867,0.0,0.8
Donny Cardwell,24,,,1.9,5.4,.349,2.3,2.8,.806,1.7,,,,,2.4,6.0,
Dylan Cardwell,41,1,14.0,1.5,2.1,.701,1.5,2.1,.698,0.0,0.0,1.000,0.4,0.8,.531,1.8,1.7
Frank Cardwell,60,,,3.8,10.5,.362,2.4,3.9,.605,7.4,,,,,2.9,10.0,
Matt Cardwell,6,0,2.7,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,0.0,0.0,,,
Toussaint Careathers,7,0,1.1,0.0,0.1,.000,0.0,0.1,.000,0.0,0.0,,0.3,0.3,1.000,,
Bob Caress,6,,,0.3,1.2,.286,0.2,0.7,.250,1.0,,,,,0.3,0.8,
Jalen Carethers,122,4,13.2,1.8,3.8,.468,1.8,3.8,.471,0.0,0.0,.000,1.0,1.4,.699,1.2,1.9
Ed Carew,8,,,0.1,0.6,.200,0.0,0.3,.000,,,,,,0.4,0.3,
Craig Carey,3,0,1.3,0.0,0.7,.000,0.0,0.7,.000,0.0,0.0,,0.0,0.0,,0.3,0.0
Avery Carey,55,3,17.7,2.9,6.6,.436,2.3,4.7,.486,0.6,1.9,.311,1.0,1.5,.654,,
Bill Carey,74,,,4.5,8.7,.521,1.1,1.9,.606,6.4,0.7,,,,1.9,10.2,
Bill Carey,13,,,0.4,1.9,.200,0.9,1.2,.800,,,,,,0.8,1.7,
Bob Carey,19,,,1.9,4.7,.411,1.2,1.5,.759,4.2,,,,,1.5,5.1,
Bob Carey,62,,,3.2,9.4,.344,2.3,3.8,.617,,,,,,3.4,8.8,
Brett Carey,111,58,9.3,1.8,4.3,.425,1.1,2.5,.448,0.7,1.8,.394,1.6,2.1,.790,,
Brian Carey,52,9,15.9,0.8,2.4,.317,0.5,1.6,.310,0.3,0.8,.333,1.0,1.4,.689,0.1,1.1
Chas Carey,12,0,1.0,0.2,0.3,.500,0.2,0.3,.500,0.0,0.0,,0.0,0.2,.000,,
Chaundu Carey,32,0,7.3,0.2,0.7,.318,0.2,0.6,.316,0.0,0.1,.333,0.1,0.2,.429,,
Chris Carey,79,27,21.8,2.2,4.4,.504,,,.500,,,.357,1.1,1.4,.804,,
Chris Carey,65,,,2.6,6.5,.400,0.8,1.1,.757,3.0,,,,,1.7,6.0,
Donald Carey,99,91,30.4,3.3,7.7,.424,1.7,3.7,.444,1.6,4.0,.405,1.7,2.0,.849,0.5,2.7
Elroy Carey,9,,17.9,2.4,5.4,.449,1.3,3.4,.387,1.1,2.0,.556,2.2,3.0,.741,,
Eric Carey,53,,31.0,2.5,8.9,.280,0.2,0.8,.289,2.2,8.1,.279,0.8,1.4,.611,,
Henry Carey,49,,,5.0,10.3,.490,2.2,3.1,.697,4.4,,,,,1.7,12.2,
Jalen Carey,56,7,13.8,1.5,3.6,.417,1.4,3.0,.461,0.1,0.6,.188,0.8,1.4,.603,0.4,1.8
James Carey,6,0,1.7,0.2,1.0,.167,0.2,0.5,.333,0.0,0.5,.000,0.0,0.0,,0.0,0.2
Jeff Carey,120,1,6.8,0.6,1.1,.559,0.6,1.1,.563,0.0,0.0,.000,0.4,0.6,.616,,
Jim Carey,47,,,2.7,8.6,.313,1.9,2.7,.705,3.9,,,,,2.7,7.3,
Jim Carey,13,,,0.8,1.9,.440,0.7,0.8,.900,1.2,,,,,0.5,2.4,
Joe Carey,38,8,13.0,1.5,4.3,.356,0.7,2.0,.351,0.8,2.3,.360,0.4,0.5,.944,,
Joe Carey,19,,,5.2,11.9,.434,2.1,2.4,.867,11.6,,,,,2.7,12.4,
John Carey,67,,,3.2,7.6,.417,1.3,1.8,.694,1.2,,,,,1.3,7.6,
Kyle Carey,21,0,8.6,0.8,2.6,.296,0.6,1.6,.364,0.2,1.0,.190,0.6,1.0,.619,0.2,1.1
Michael Carey,64,55,31.5,5.0,10.2,.487,4.5,8.6,.522,0.5,1.6,.301,2.8,3.5,.796,3.2,5.9
Norm Carey,33,,,2.9,7.6,.386,1.5,2.2,.704,,,,,,2.2,7.4,
Norville Carey,123,47,16.9,2.8,5.4,.509,2.7,5.2,.518,0.0,0.2,.261,1.5,2.3,.635,1.5,2.5
Ray Bob Carey,74,,,5.6,14.4,.387,2.6,3.4,.748,8.5,,,,,2.6,13.7,
Rudy Carey,72,,,2.2,5.1,.422,1.5,2.2,.679,1.7,,,,,1.4,5.8,
Senque Carey,91,69,28.2,2.7,7.0,.390,2.1,4.7,.445,0.6,2.3,.278,2.2,3.0,.716,,
Steve Carey,8,,,1.6,3.3,.500,1.0,1.9,.533,1.8,,,,,1.8,4.3,
T.J. Carey,27,7,11.4,0.3,1.3,.250,0.2,0.6,.333,0.1,0.8,.190,0.0,0.0,.000,0.1,1.2
T.T. Carey,112,91,29.2,5.1,11.8,.432,3.0,6.1,.493,2.1,5.8,.368,1.5,2.0,.724,0.9,4.0
Tariq Carey,7,0,3.6,0.1,1.1,.125,0.0,0.7,.000,0.1,0.4,.333,0.6,0.6,1.000,0.1,0.3
Tim Carey,27,,17.6,1.3,3.6,.351,0.7,1.1,.645,0.8,1.9,0.4,0.0,,1.4,3.3,
Tim Carey,8,,,1.0,1.9,.533,0.0,0.1,.000,0.4,0.4,,,,0.4,2.0,
Vernon Carey Jr.,31,30,24.9,6.4,11.1,.577,6.2,10.5,.590,0.3,0.7,.381,4.7,7.0,.670,2.7,6.1
Don Carfino,101,,,4.3,9.4,.457,2.6,3.5,.744,2.2,2.5,,,,2.5,11.2,
Steve Carfino,116,28,34.5,3.6,7.4,.489,,,,,,,1.5,2.0,.716,1.8,2.7
David Cargill,22,,,1.0,2.3,.440,1.0,2.3,.440,0.0,0.0,,0.2,0.7,.313,,
Steve Caricato,53,1,8.7,0.7,2.2,.304,0.3,1.0,.314,0.4,1.2,.297,0.7,0.8,.778,,
Antonio Caridine,6,,,0.2,1.5,.111,0.2,1.5,.111,0.0,0.0,,0.2,0.5,.333,,
Bill Carillon,20,,,2.5,6.8,.363,1.2,2.0,.590,2.6,1.3,,,,2.7,6.1,
_ Carino,34,,,0.9,0.0,,0.9,0.1,14.500,0.0,,,,,0.0,2.6,
Sandro Carissimo,134,117,26.9,2.9,7.1,.416,1.9,4.5,.431,1.0,2.6,.391,1.6,2.0,.807,0.5,2.3
Will Carius,36,36,32.5,4.9,11.7,.419,2.1,4.8,.439,2.8,6.9,.406,3.0,3.8,.775,1.9,2.6
Adam Carl,21,0,5.1,0.8,1.3,.571,0.4,0.8,.529,0.3,0.5,.636,0.3,0.6,.538,,
Adam Carl,21,2,17.1,1.2,3.0,.413,1.0,2.1,.444,0.3,0.9,.333,2.0,3.0,.694,,
Bobby Carl,29,4,12.2,1.3,2.6,.520,1.3,2.3,.561,0.1,0.3,.222,1.0,1.5,.682,,
