name,G,GS,MP,FG,FGA,FG%,P2,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB
Travarus Bennett,62,36,23.5,2.3,5.0,.468,1.4,2.8,.503,0.9,2.2,.422,1.5,2.0,.754,1.9,3.0
Vinton Bennett,104,38,14.5,1.0,2.0,.493,1.0,2.0,.500,0.0,0.0,.000,0.7,1.4,.517,,
Von Bennett,57,30,22.0,3.3,6.1,.546,3.3,6.1,.548,0.0,0.0,.000,1.8,2.5,.701,,
Wendell Bennett,19,0,1.9,0.1,0.2,.250,0.1,0.2,.333,0.0,0.1,.000,0.1,0.1,.500,0.1,0.4
Willett Bennett,3,,,0.0,0.0,,0.0,0.3,.000,0.7,,,,,1.0,0.0,
Willie Bennett,50,,,3.6,6.5,.549,2.5,4.2,.603,7.5,,,,,2.1,9.6,
Winston Bennett III,133,96,27.9,3.9,8.0,.484,,,.513,,,.500,2.8,3.9,.713,,
Zac Bennett,98,36,19.2,1.7,3.3,.508,1.7,3.2,.522,0.0,0.2,.200,1.3,2.6,.492,,
Zeb Bennett,36,9,16.0,1.2,3.1,.391,0.8,1.8,.409,0.4,1.2,.364,0.5,0.9,.548,,
Bob Bennifield,47,,,4.8,10.3,.467,3.7,4.6,.805,8.2,0.5,,,,3.1,13.3,
Al Benning,39,,,1.1,2.8,.369,1.0,1.6,.603,1.6,,,,,1.2,3.1,
David Benning,38,,23.8,4.9,11.0,.444,1.5,2.3,.674,8.8,2.4,,,,2.3,11.3,
Taj Benning,125,90,26.4,2.5,6.6,.376,1.7,4.4,.397,0.7,2.2,.332,2.0,2.4,.797,0.5,3.1
Bob Benninger,55,,,1.4,4.0,.347,0.7,1.8,.392,3.4,0.0,,,,2.6,3.5,
Dennis Benningfield,2,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,
John Bennington,5,0,,0.2,1.0,.200,0.0,0.0,,0.0,,,,,0.0,0.4,
Ron Bennink,87,,,4.5,3.5,1.284,5.0,6.9,.723,4.9,,,,,2.2,14.0,
Dave Bennion,9,0,1.7,0.1,1.2,.091,0.1,1.1,.100,0.0,0.1,.000,0.0,0.4,.000,,
Lynn Bennion,24,,,0.9,2.2,.423,1.0,1.3,.767,2.9,,,,,1.2,2.8,
Mike Bennof,43,5,13.4,0.6,2.0,.276,,,,,,,0.1,0.5,.200,1.4,1.5
Riley Benock,131,30,15.6,0.9,2.3,.405,0.2,0.4,.468,0.8,2.0,.394,0.2,0.3,.711,0.2,1.2
David Benoit,66,59,27.8,4.4,8.7,.511,4.3,8.3,.515,0.2,0.3,.435,1.6,2.2,.750,,
Dickens Benoit,91,8,16.0,2.0,4.4,.470,,,.506,,,.313,1.5,2.1,.730,,
Ken Benoit,69,,,3.3,8.4,.399,2.8,3.7,.756,2.6,,,,,3.2,9.5,
Roland Benoit,13,,,0.6,2.0,.308,0.5,0.5,1.000,0.9,,,,,0.2,1.7,
Sean Benoit,25,3,,1.0,1.5,.632,1.0,1.5,.632,0.0,0.0,,0.5,1.1,.444,,
Tim Benoit,14,14,,0.4,1.8,.240,0.2,0.5,.429,0.2,1.3,.167,0.1,0.5,.143,,
_ Benoit,10,0,1.3,0.0,0.6,.000,,,,,,,0.5,0.6,.833,0.2,0.0
DJ Benolken,2,0,1.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,0.0,0.0,,0.0,0.0
Dan Benovic,1,,,0.0,1.0,.000,0.0,0.0,,1.0,,,,,0.0,0.0,
Mark Bensen,20,,,0.8,2.8,.291,0.4,0.9,.471,2.5,,,,,1.0,2.0,
Charlie Bensley,22,,,2.5,5.6,.444,0.7,1.3,.552,2.4,,,,,1.2,5.7,
Aaron Benson,97,,,1.5,2.7,.558,1.5,2.7,.558,0.0,0.0,,1.2,1.7,.691,,
Andrew Benson,19,,3.9,1.1,2.0,.553,0.2,0.5,.400,1.7,0.2,,,,0.4,2.4,
Avery Benson,82,0,6.3,0.4,0.9,.465,0.2,0.4,.514,0.2,0.4,.417,0.1,0.3,.440,0.3,0.6
Barret Benson,128,46,13.5,1.6,3.1,.506,1.4,2.6,.534,0.2,0.5,.345,0.9,1.4,.619,0.9,2.2
Bill Benson,41,,,4.2,11.7,.359,1.6,1.8,.853,1.2,0.3,,,,1.5,10.0,
Bill Benson,25,,,3.7,9.3,.399,1.0,1.3,.727,2.4,,,,,2.0,8.4,
Bill Benson,50,,,3.6,10.7,.340,1.5,2.2,.694,,,,,,2.5,8.8,
Bob Benson,63,,,1.1,2.7,.398,0.5,0.8,.623,1.5,,,,,0.9,2.7,
Brent Benson,58,17,23.7,4.2,9.9,.423,1.4,3.2,.447,2.7,6.6,.411,3.0,4.2,.712,0.6,1.6
Brian Benson,105,57,20.8,1.9,4.2,.454,1.5,3.0,.505,0.4,1.2,.328,0.8,1.7,.480,2.1,3.9
Brian Benson,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,
Casey Benson,147,84,24.5,1.9,4.7,.403,1.0,2.2,.450,0.9,2.5,.361,1.3,1.8,.740,0.4,2.0
Chuck Benson,73,24,,4.4,9.5,.462,1.6,2.5,.642,6.9,,,,,1.9,10.3,
Craig Benson,103,70,28.3,3.2,8.7,.365,1.5,3.7,.404,1.7,5.0,.337,0.8,1.2,.667,0.6,1.3
Cy Benson,6,,,0.0,0.5,.000,0.0,0.0,,0.2,,,,,0.2,0.0,
Dale Benson,3,,,1.0,1.3,.750,0.3,0.3,1.000,0.0,,,,,0.0,2.3,
Darrell Benson,28,1,5.5,0.3,1.3,.257,0.1,0.9,.167,0.2,0.4,.455,0.3,0.5,.692,,
Dave Benson,12,,,7.0,17.6,.398,3.6,4.5,.796,5.7,,,,,3.4,17.6,
Ed Benson,70,,9.5,1.3,2.7,.492,0.6,1.0,.549,3.1,0.2,0.2,,,1.9,3.2,
Hal Benson,20,,,5.6,13.9,.401,2.5,3.0,.831,3.2,,,,,2.8,13.6,
Ja'Von Benson,8,0,9.3,1.4,3.5,.393,1.3,2.6,.476,0.1,0.9,.143,0.4,1.0,.375,1.3,2.6
John Benson,30,,,0.5,1.1,.485,0.8,1.1,.719,0.6,,,,,0.9,1.8,
John Benson,78,,,4.2,10.7,.389,4.0,5.3,.755,10.3,,,,,2.9,12.4,
Josh Benson,116,52,17.4,2.7,4.8,.559,2.7,4.8,.560,0.0,0.0,.000,1.2,1.9,.638,1.3,2.1
Justin Benson,24,0,8.3,0.5,1.4,.394,0.5,1.3,.406,0.0,0.0,.000,0.3,0.7,.375,0.8,1.0
Keith Benson,135,126,26.8,5.1,9.1,.558,5.0,8.9,.562,0.1,0.2,.379,3.9,5.7,.679,2.5,5.7
Kent Benson,114,,31.3,6.3,11.8,.536,2.6,3.6,.715,9.0,1.3,,,2.2,2.9,15.3,
Kerry Benson,2,0,11.5,0.5,1.5,.333,0.0,0.5,.000,0.5,1.0,.500,1.0,1.0,1.000,0.5,0.5
Kim Benson,34,9,23.6,2.3,5.3,.428,1.6,2.2,.724,4.2,0.3,,,,3.0,6.1,
Lee Benson,6,,,0.5,0.7,.750,0.0,0.8,.000,,,,,,0.5,1.0,
LeVern Benson,71,,,6.0,15.8,.382,3.2,4.5,.698,2.9,,,,,1.5,15.2,
Mark Benson,7,0,2.1,0.4,0.7,.600,0.0,0.0,,0.3,0.0,0.0,,,0.4,0.9,
Mark Benson,2,,,0.0,1.0,.000,0.0,0.0,,1.5,,,,,,0.0,
Mason Benson,20,,,1.8,,,2.0,,,,,,,,,5.6,
Matt Benson,25,1,12.1,1.3,4.1,.314,0.3,0.6,.438,1.0,3.4,.291,0.7,1.1,.667,0.2,0.5
Maurice Benson,23,11,20.8,1.4,2.3,.611,1.4,2.3,.611,0.0,0.0,,0.2,1.2,.179,,
Nehemiah Benson,28,0,9.7,1.1,2.6,.419,1.0,1.8,.540,0.1,0.9,.167,0.6,0.9,.615,0.8,1.0
Nick Benson,54,29,17.7,2.5,5.6,.449,2.5,5.6,.452,0.0,0.0,.000,2.0,2.9,.679,2.3,2.8
Phil Benson,72,0,4.0,0.3,0.7,.431,0.3,0.6,.478,0.0,0.1,.000,0.1,0.2,.533,0.4,0.4
Quentin Benson,32,,,0.7,1.7,.400,0.7,1.6,.412,0.0,0.1,.250,0.4,1.0,.375,,
R.L. Benson,23,,,1.0,3.0,.353,0.9,1.4,.636,1.3,,,,,1.0,3.0,
Rod Benson,86,27,15.7,2.6,5.0,.515,2.6,5.0,.515,0.0,0.0,,1.3,2.1,.638,1.4,2.0
Ross Benson,108,59,22.5,2.6,6.6,.387,2.3,5.8,.400,0.3,0.8,.297,1.5,2.6,.582,,
Scott Benson,29,0,13.1,1.5,3.9,.393,0.8,2.1,.400,0.7,1.8,.385,1.1,1.7,.660,,
Shaquille Benson,12,1,6.5,0.7,2.1,.320,0.7,2.1,.320,0.0,0.0,,0.4,0.8,.556,1.3,0.9
T.J. Benson,31,0,3.5,0.2,0.6,.316,0.1,0.2,.429,0.1,0.4,.250,0.0,0.0,,0.0,0.2
Ted Benson,98,9,6.5,0.4,1.0,.400,,,,,,,0.5,0.8,.684,1.2,0.1
Tom Benson,52,,,3.3,8.7,.384,1.8,2.3,.785,3.6,,,,,1.8,8.5,
Tyler Benson,95,23,17.1,1.2,3.5,.357,0.4,0.8,.541,0.8,2.7,.303,0.3,0.6,.600,0.8,1.4
Keys Benston,76,,,1.7,3.9,.433,1.3,1.8,.767,3.5,,,,,0.8,4.7,
Cecil Bent,74,13,8.8,1.2,2.7,.457,1.2,2.7,.457,0.0,0.0,,0.5,1.1,.452,0.6,1.1
Greg Bent,49,,10.6,2.0,4.1,.503,1.9,3.8,.500,0.1,0.2,.545,0.6,0.7,.750,,
Mike Bent,4,,,0.0,0.5,.000,,,,,,,0.0,0.3,.000,0.5,
Derek Benter,58,33,18.5,1.7,3.9,.421,1.3,3.1,.425,0.3,0.8,.404,1.3,1.9,.716,0.7,2.4
Clive Bentick,104,61,,2.7,6.8,.393,1.7,4.0,.414,1.0,2.8,.361,1.7,2.5,.700,1.1,2.2
Ben Bentil,69,56,27.9,4.7,10.2,.455,3.8,7.5,.503,0.9,2.7,.324,3.6,4.8,.761,2.5,3.8
Pete Bentivegna,19,1,2.3,0.2,0.5,.333,0.2,0.4,.429,0.0,0.1,.000,0.2,0.3,.667,,
Bob Bentley,34,,,1.5,3.8,.385,0.7,1.1,.632,1.2,,,,,1.2,3.6,
Charles Bentley,34,3,1.6,0.1,0.4,.267,0.0,0.1,.200,0.1,0.3,.300,0.2,0.3,.545,0.1,0.1
Charoy Bentley,96,4,8.8,0.7,2.0,.335,0.4,0.9,.412,0.3,1.1,.274,0.2,0.4,.500,0.1,0.6
Christian Bentley,71,12,10.5,0.8,1.8,.446,0.7,1.4,.465,0.2,0.4,.379,0.6,0.9,.645,0.3,0.9
Ed Bentley,8,,,0.3,0.5,.500,0.5,0.5,1.000,0.8,,,,,0.3,1.0,
Hal Bentley,5,0,3.4,0.2,0.6,.333,,,,,,,0.0,0.6,.000,0.0,0.6
Jeff Bentley,80,,,1.2,3.1,.395,,,,,,,0.7,1.0,.718,1.6,0.4
Jody Bentley,28,,,0.8,2.5,.314,0.5,1.8,.294,0.3,0.7,.368,1.2,1.7,.688,,
Jon Bentley,68,41,21.3,4.5,7.2,.618,4.4,6.7,.651,0.1,0.5,.216,2.2,3.9,.561,1.6,3.1
Larry Bentley,44,,7.3,1.4,2.9,.488,0.6,1.0,.578,2.8,0.5,,,,1.6,3.5,
Arlen Bento,15,0,1.1,0.3,0.8,.333,0.2,0.6,.333,0.1,0.2,.333,0.3,0.5,.571,,
Ed Bento,77,,,7.0,15.7,.447,4.6,6.0,.768,10.1,,,,,2.9,18.6,
James Bento,52,0,5.6,0.3,0.9,.400,0.3,0.8,.409,0.0,0.0,.000,0.1,0.3,.333,0.5,1.0
Adam Benton,55,12,18.2,1.6,3.7,.434,1.3,2.5,.536,0.3,1.2,.224,0.8,1.1,.667,,
Antonnio Benton,95,41,21.3,2.3,5.3,.435,2.0,4.1,.487,0.3,1.2,.250,1.4,1.9,.721,1.2,2.9
Bart Benton,28,1,1.3,0.1,0.5,.200,0.0,0.2,.200,0.1,0.4,.200,0.0,0.1,.500,0.0,0.0
Ben Benton,53,,,1.5,4.1,.356,2.0,3.2,.635,2.3,,,,,1.8,4.9,
Byron Benton,29,29,,5.4,12.0,.450,5.4,12.0,.451,0.0,0.0,.000,3.5,5.4,.647,,
Darryl Benton,27,,20.4,3.3,7.0,.479,,,,,,,1.5,2.4,.621,3.7,1.2
Ed Benton,28,28,,1.5,4.3,.339,1.2,3.4,.362,0.3,1.0,.259,0.8,1.3,.629,,
Ed Benton,11,,,0.5,2.0,.273,0.5,0.9,.600,1.2,,,,,0.1,1.6,
Eddie Benton,104,51,35.7,7.0,18.4,.382,4.4,11.0,.404,2.6,7.4,.351,7.1,8.6,.829,,
Jamie Benton,105,20,23.9,3.2,7.0,.459,,,.465,,,.450,1.6,1.9,.846,,
Jason Benton,90,67,18.1,2.5,4.3,.574,2.5,4.3,.576,0.0,0.0,.000,1.0,1.8,.560,1.4,2.5
Jaylen Benton,62,25,17.5,2.3,5.6,.402,1.3,2.9,.463,0.9,2.8,.339,0.8,1.1,.714,0.5,1.4
Joston Benton,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
Justin Benton,72,19,17.5,1.1,3.0,.376,0.7,1.7,.395,0.4,1.2,.348,0.4,0.7,.681,0.3,0.9
Kelly Benton,12,0,5.4,0.7,2.9,.229,,,,,,,0.3,0.4,.600,0.6,0.4
Kevin Benton,92,28,13.8,1.6,4.1,.397,1.3,2.9,.443,0.3,1.1,.275,0.8,1.2,.708,,
Kyle Benton,65,18,22.7,2.8,4.6,.596,2.8,4.6,.600,0.0,0.0,.000,1.6,2.9,.561,2.8,3.4
Louis Benton,18,,,2.9,6.6,.441,1.2,1.4,.846,1.2,0.7,,,,2.2,7.0,
Mike Benton,116,98,22.6,2.7,4.7,.574,2.7,4.7,.574,0.0,0.0,,1.5,2.5,.608,2.4,4.0
Rahsaan Benton,106,22,25.6,3.3,8.5,.383,1.3,3.2,.424,1.9,5.3,.359,1.4,1.8,.813,0.6,1.7
Scott Benton,105,,,2.4,4.8,.509,1.7,3.2,.531,0.7,1.5,.463,1.8,2.2,.791,,
Shane Benton,69,10,9.2,0.7,1.9,.346,0.4,1.0,.408,0.2,0.9,.271,0.5,0.8,.561,0.2,0.8
Sidney Benton,53,27,26.7,3.2,6.2,.523,3.2,5.8,.540,0.1,0.3,.222,2.1,3.1,.673,,
Steve Benton,109,29,16.5,1.9,4.6,.406,1.3,3.2,.418,0.5,1.4,.379,0.8,1.2,.695,,
Steve Benton,108,7,14.6,3.4,7.2,.465,,,.481,,,.356,2.2,3.0,.738,,
Terrell Benton,115,40,23.0,3.0,7.5,.405,1.3,2.8,.468,1.7,4.7,.368,2.0,2.6,.793,,
Terry Benton,76,,,4.9,9.9,.500,3.2,5.2,.618,12.7,2.2,,,,3.3,13.1,
Travis Benton,1,0,6.0,2.0,2.0,1.000,2.0,2.0,1.000,0.0,0.0,,0.0,0.0,,0.0,3.0
Travis Benton,11,0,4.5,0.3,1.4,.200,,,,,,,0.3,0.4,.750,0.3,0.2
_ Benton,,,,,,,,,,,,,,,,,
Darryl Bentson,55,,,1.7,4.9,.351,1.3,1.8,.720,1.0,,,,,1.3,4.7,
Doug Bentz,112,30,25.5,4.3,8.7,.498,4.3,8.4,.508,0.0,0.3,.167,4.0,5.5,.727,,
Gene Bentz,75,,,2.2,5.4,.409,2.6,3.3,.794,2.6,,,,,2.0,7.1,
Jack Bentz,71,1,5.8,0.2,0.6,.273,0.2,0.5,.324,0.0,0.1,.000,0.2,0.3,.478,0.1,0.5
Geoff Bentzel,51,,11.1,1.5,3.6,.410,0.7,1.4,.466,0.8,2.2,.373,0.6,0.7,.829,,
Steve Benya,30,,,2.4,6.4,.375,1.3,2.0,.639,2.5,,,,,3.1,6.1,
Pat Benzan,118,26,22.3,1.9,4.3,.446,1.7,3.6,.475,0.2,0.7,.286,1.2,1.7,.709,0.5,1.7
Cody Benzel,135,53,15.3,1.7,4.2,.403,0.2,0.5,.403,1.5,3.7,.403,0.3,0.3,.895,0.1,0.8
Erik Benzel,118,93,31.3,3.9,9.3,.419,1.2,2.7,.431,2.7,6.6,.414,1.1,1.4,.759,0.3,2.4
Grant Benzinger,132,106,29.4,3.6,8.7,.416,1.4,3.2,.447,2.2,5.5,.398,1.6,1.9,.837,0.9,3.1
Christian Benzon,112,14,12.5,1.0,2.1,.454,0.9,2.0,.460,0.1,0.1,.375,0.9,1.7,.524,0.5,1.8
Steven Beo,39,1,10.2,0.8,2.0,.390,0.5,1.0,.500,0.3,1.0,.282,0.2,0.6,.375,0.2,1.1
Ben Beran,58,56,27.7,4.5,10.8,.420,3.9,8.5,.458,0.6,2.3,.278,2.5,3.5,.723,1.9,3.0
Robbie Beran,67,48,19.9,2.0,4.6,.433,1.2,2.6,.480,0.8,2.0,.375,0.8,1.1,.675,0.7,2.6
Drake Beranek,32,5,17.6,1.5,3.5,.423,1.0,1.9,.517,0.5,1.6,.314,0.7,0.9,.821,0.3,2.2
Keith Berard,55,54,31.2,4.5,10.4,.437,1.8,3.8,.486,2.7,6.6,.409,1.7,2.2,.792,,
Dominic Berardinelli,4,,,0.0,0.5,.000,0.3,0.3,1.000,1.3,0.5,,0.0,,1.0,0.3,
Kevin Berardini,28,0,1.2,0.0,0.0,1.000,0.0,0.0,1.000,0.0,0.0,,0.3,0.4,.750,0.0,0.1
Nick Berardini,17,0,1.3,0.2,0.5,.500,0.0,0.0,,0.2,0.5,.500,0.1,0.2,.333,0.1,0.2
Elias Berbari,26,0,1.7,0.0,0.4,.091,0.0,0.0,.000,0.0,0.4,.100,0.0,0.1,.000,0.0,0.2
Bill Berberian,22,,,5.0,20.9,.237,3.9,6.2,.632,,,,,,4.5,13.8,
John Berberich,52,,,3.7,8.6,.431,3.8,5.6,.676,10.0,,,,,1.4,11.2,
Gene Berce,22,,,6.6,,,4.5,7.2,.616,,,,,,2.7,17.7,
Ali Berdiel,124,78,24.2,2.4,6.2,.391,1.6,3.8,.426,0.8,2.5,.338,2.2,3.3,.668,0.6,2.1
Yogev Berdugo,4,0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
Joe Berehold,23,,,2.1,6.3,.338,1.6,2.2,.720,3.3,,,,,1.7,5.8,
Josh Berenbaum,26,0,10.6,1.5,2.7,.535,0.8,1.4,.611,0.6,1.3,.457,0.3,0.4,.636,0.6,1.7
Daouda Berete,57,28,18.4,1.5,4.0,.370,1.2,3.3,.378,0.2,0.7,.333,1.2,1.7,.747,0.8,2.3
Chris Berg,49,20,15.4,1.5,3.6,.420,,,.333,,,,0.6,1.2,.526,,
Donnie Berg,65,,,2.4,5.2,.466,1.0,1.6,.612,4.2,,,,,2.1,5.9,
Mark Berg,1,,,0.0,0.0,,0.0,0.0,,0.0,,,,,0.0,0.0,
Reedy Berg,21,,4.2,0.3,1.1,.292,0.4,0.8,.563,0.0,0.2,0.2,0.0,0.6,0.3,1.1,
Reedy Berg,29,,,2.4,,,0.8,1.3,.615,,,,,,2.1,5.7,
Ryan Berg,51,,15.2,0.7,2.2,.327,0.3,1.1,.273,0.4,1.1,.379,0.7,1.0,.760,,
Steve Berg,56,,16.9,2.7,6.1,.443,1.1,1.5,.741,3.3,0.6,,,,2.2,6.6,
Stian Berg,30,13,17.1,1.1,3.4,.337,0.2,0.7,.318,0.9,2.6,.342,0.5,0.9,.615,0.1,0.8
Tony Berg,28,22,27.8,2.7,7.4,.364,2.0,5.1,.394,0.7,2.3,.297,1.4,1.9,.755,,
Tyler Berg,108,52,22.6,3.7,7.2,.516,3.7,7.0,.520,0.0,0.1,.231,2.1,3.4,.614,1.8,3.4
Andrew Bergan,3,0,3.0,0.0,0.7,.000,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,0.0,0.3
Cole Bergan,27,2,11.7,1.1,2.2,.500,1.1,2.0,.545,0.0,0.2,.000,0.8,1.3,.583,0.7,1.7
Tracy Bergan,95,77,33.2,4.4,10.4,.421,2.9,6.2,.458,1.5,4.2,.367,3.3,4.1,.808,,
Lukas Bergang,9,0,3.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.4,0.4,1.000,0.0,0.0
Tyler Bergantino,113,18,10.1,0.6,1.0,.640,0.6,1.0,.646,0.0,0.0,.000,0.1,0.4,.341,0.7,1.2
Jerry Bergdoll,14,,,0.6,1.4,.421,0.6,0.8,.727,0.6,,,,,0.9,1.7,
Alex Bergen,11,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.1,0.1
Charles Bergen,12,,,0.5,1.3,.375,0.1,0.4,.200,1.8,0.0,,,,0.5,1.1,
Gary Bergen,75,,,4.3,11.6,.372,2.5,4.0,.635,12.3,,,,,2.2,11.2,
Tom Bergen,22,,,1.2,2.6,.474,0.5,1.1,.458,2.1,,,,,1.3,3.0,
Tom Bergen,73,0,6.7,0.7,1.5,.472,0.4,0.6,.674,1.6,0.2,0.3,0.3,,1.2,1.8,
Jamie Bergens,17,1,9.3,0.8,2.4,.325,0.4,1.2,.286,0.4,1.1,.368,0.5,0.6,.800,0.2,0.5
Alvin Berger,27,,,0.7,1.4,.513,0.3,0.7,.474,2.5,,,,,,1.8,
Barry Berger,93,51,29.1,4.2,8.5,.497,,,.481,,,.000,2.1,2.8,.742,,
Bill Berger,26,,,1.6,4.1,.383,1.3,1.6,.786,3.4,,,,,2.1,4.4,
Brad Berger,39,,,1.5,4.0,.381,0.7,1.1,.651,4.1,0.9,,,,2.2,3.7,
Brian Berger,37,,,1.2,2.7,.440,0.9,1.6,.576,2.9,,,,,1.5,3.2,
Cliff Berger,69,,15.9,2.5,4.8,.518,1.0,1.3,.761,3.8,0.4,,,,1.6,6.0,
Danny Berger,64,30,19.4,1.7,4.4,.383,1.0,2.2,.442,0.7,2.3,.326,1.1,1.4,.782,0.6,2.1
Eric Berger,54,30,29.8,4.6,11.4,.403,2.2,5.2,.420,2.4,6.2,.387,1.5,1.8,.845,,
John Berger,70,,,2.1,5.2,.399,1.0,1.4,.693,3.8,0.5,,,,2.5,5.1,
John Berger,35,,,0.7,1.7,.414,1.1,1.7,.627,3.1,,,,,1.7,2.4,
Jon Berger,13,0,1.9,0.2,0.4,.600,0.2,0.3,.750,0.0,0.1,.000,0.0,0.0,,0.1,0.1
Jon Berger,55,14,13.8,2.1,4.7,.452,2.1,4.4,.469,0.1,0.3,.188,0.8,1.3,.595,,
Larry Berger,6,,,0.2,0.2,1.000,0.0,0.0,,0.2,,,,,0.8,0.3,
Richie Berger,39,,,1.6,4.1,.379,1.1,1.8,.611,5.5,,,,,1.3,4.3,
Seth Berger,120,51,12.4,1.2,2.4,.485,1.0,1.7,.578,0.2,0.7,.264,0.5,0.8,.600,0.8,1.5
Steve Berger,122,88,30.4,3.5,8.0,.434,2.3,5.0,.463,1.2,3.1,.387,2.2,2.8,.774,,
T.J. Berger,28,3,10.4,1.0,2.3,.422,0.4,1.0,.444,0.5,1.3,.405,0.1,0.3,.429,0.1,1.0
_ Berger,1,0,7.0,0.0,3.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
Brian Bergeron,47,1,5.4,0.4,1.0,.378,,,,,,,0.4,0.7,.581,0.5,0.7
Jack Bergersen,15,,24.1,4.3,9.5,.455,1.5,2.7,.537,5.7,1.1,,,1.6,3.5,10.1,
Roberto Bergersen,108,29,25.6,5.1,10.6,.482,3.6,6.7,.531,1.6,3.9,.398,2.4,3.0,.804,,
Rylan Bergersen,119,68,22.0,3.2,7.3,.436,2.3,4.3,.533,0.9,2.9,.293,2.7,3.8,.699,0.6,2.3
Grant Berges,69,19,10.7,1.4,3.6,.396,1.0,2.2,.447,0.4,1.3,.312,0.4,0.9,.459,,
Duane Bergeson,98,,20.8,2.6,5.1,.503,,,,,,,1.1,1.4,.766,3.4,0.8
Larry Bergeson,56,24,26.0,2.3,4.4,.512,,,,,,,0.6,0.8,.717,1.5,3.6
Roger Bergey,72,,,5.0,11.8,.426,2.4,3.3,.714,3.7,,,,,2.7,12.4,
Daniel Berggren,37,,7.4,0.3,0.9,.286,0.2,0.6,.304,0.1,0.3,.250,0.1,0.1,.667,,
Jared Berggren,119,72,19.1,2.7,5.8,.467,2.1,3.9,.536,0.6,1.9,.326,1.1,1.6,.701,1.3,2.6
Kurt Berggren,13,,,0.5,1.4,.333,0.0,0.0,,0.3,,,,,0.5,0.9,
Jeremy Bergh,104,34,,1.0,2.0,.493,1.0,2.0,.493,0.0,0.0,,0.4,0.8,.550,1.0,1.1
Larry Bergh,75,,,3.6,8.9,.403,1.4,2.4,.566,6.3,,,,,2.7,8.5,
Nigel Berghan,41,,,1.8,5.0,.359,1.1,2.4,.444,0.7,2.6,.280,1.3,1.8,.750,,
David Berghoefer,112,79,23.6,4.2,8.4,.497,4.2,8.3,.500,0.0,0.1,.222,2.1,3.9,.554,2.4,3.8
Dick Berghoff,21,,,3.2,,,2.2,4.6,.485,13.2,,,,,3.2,8.6,
Joe Berghold,42,,,3.5,9.8,.358,1.9,2.8,.661,4.6,,,,,3.2,8.9,
Mike Bergin,48,1,1.9,0.3,0.9,.295,0.2,0.7,.324,0.0,0.2,.200,0.2,0.3,.571,,
Willie Bergines,78,,,2.1,3.8,.557,2.2,2.5,.888,8.9,,,,,1.2,6.5,
Isaac Berglund,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
Reed Berglund,5,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.2,0.8,.250,,
Bud Bergman,52,,,2.6,6.8,.380,1.1,1.5,.688,5.6,,,,,2.9,6.3,
Craig Bergman,23,0,2.0,0.2,0.6,.357,0.1,0.4,.222,0.1,0.2,.600,0.1,0.1,.667,,
Joe Bergman,76,,28.7,3.3,6.6,.497,1.6,2.3,.680,5.5,1.6,,,2.1,2.8,8.2,
Mike Bergman,44,0,5.3,0.6,1.4,.410,0.4,0.9,.425,0.2,0.5,.381,0.2,0.4,.526,,
Rusty Bergman,59,,,0.6,1.8,.315,0.4,0.7,.605,1.5,0.2,,,,1.0,1.6,
Steve Bergman,4,,,0.3,0.3,1.000,0.3,1.0,.250,0.8,,,,,0.5,0.8,
Walter Bergman,,,,,,,,,.500,,,,,,,,
Jeff Bergmann,89,28,14.3,1.0,3.0,.321,0.2,0.9,.278,0.7,2.1,.339,0.4,0.6,.725,,
Pat Bergmann,103,1,5.5,0.9,1.4,.591,0.8,1.4,.585,0.0,0.0,1.000,0.3,0.5,.604,0.6,0.8
Todd Bergmann,104,77,21.0,1.7,3.1,.535,1.6,3.0,.552,0.0,0.2,.235,0.9,1.4,.604,,
Ed Bergquist,77,,,2.4,3.4,.715,2.1,2.6,.795,8.7,,,,,1.3,6.9,
Thomas Bergstedt,19,,,0.2,,,0.4,1.2,.364,,,,,,0.7,0.7,
Bob Bergstrom,10,0,4.3,0.7,1.3,.538,0.5,1.0,.500,1.7,0.0,,,0.2,0.8,1.9,
Eric Bergstrom,21,1,4.4,0.3,0.9,.389,0.3,0.9,.389,0.0,0.0,,0.1,0.4,.375,0.3,0.5
Jeff Bergstrom,23,0,1.8,0.1,0.3,.429,0.1,0.3,.500,0.0,0.0,.000,0.0,0.0,1.000,0.1,0.1
Steve Bergstrom,32,,12.0,1.1,3.0,.365,0.4,0.7,.545,1.9,0.2,,,0.8,1.8,2.6,
Victor Berguglio,24,,5.1,0.8,1.5,.543,0.7,1.1,.593,0.4,0.7,0.3,0.3,0.5,,2.3,
