name,G,GS,MP,FG,FGA,FG%,P2,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB
Cornell Hardman,110,,23.5,1.9,4.4,.429,1.3,2.5,.496,0.6,1.8,.335,1.0,1.5,.676,,
Richard Hardman,103,61,17.6,2.5,5.2,.476,2.0,3.8,.527,0.4,1.3,.331,1.1,1.5,.766,1.6,2.9
Malik Hardmon,18,4,14.1,0.7,1.6,.414,0.7,1.4,.462,0.0,0.2,.000,0.6,0.9,.625,0.8,0.9
Gerald Hardnett,102,,34.1,6.6,14.3,.462,2.5,3.4,.736,2.7,3.4,1.4,0.1,4.5,3.3,15.7,
Jashire Hardnett,82,64,26.0,2.7,6.5,.412,2.0,4.3,.476,0.6,2.2,.288,1.7,2.0,.815,0.3,2.0
Laquill Hardnett,66,18,15.1,1.5,2.3,.658,1.4,2.0,.707,0.1,0.3,.316,0.9,1.5,.594,1.3,2.2
Monquencio Hardnett,70,6,15.9,2.1,5.0,.415,1.8,4.0,.438,0.3,1.0,.319,1.3,1.8,.693,,
Kyle Hardrick,5,0,1.2,0.0,0.2,.000,0.0,0.2,.000,0.0,0.0,,0.0,0.0,,0.0,0.2
Edward Hardt,57,44,19.9,3.2,5.8,.549,3.1,5.7,.549,0.0,0.1,.500,1.9,3.3,.583,1.4,2.7
Paul Hardt,39,,,2.9,7.5,.391,1.2,1.8,.667,4.7,,,,,2.5,7.1,
Jamil Hardwick,4,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,
Jared Hardwick,52,,24.1,3.0,7.9,.386,2.6,6.3,.410,0.5,1.6,.293,1.7,2.6,.652,,
John Hardwick,3,,,0.3,1.0,.333,0.0,0.0,,0.7,,,,,0.7,0.7,
Johnny Hardwick,22,4,11.2,0.6,1.2,.500,0.6,1.2,.500,0.0,0.0,,0.5,1.2,.462,1.1,1.4
Jordan Hardwick,26,2,9.3,0.8,2.1,.382,0.8,1.6,.488,0.0,0.5,.071,0.4,0.7,.611,1.1,1.2
Mark Hardwick,92,21,18.3,2.0,4.7,.423,0.8,1.6,.467,1.2,3.1,.399,0.8,1.0,.750,,
P.J. Hardwick,66,38,25.4,1.3,3.6,.363,1.3,3.4,.373,0.0,0.2,.200,1.3,1.7,.765,0.6,2.4
Steve Hardwick,25,0,6.5,1.0,2.3,.456,1.0,2.3,.456,0.0,0.0,,0.4,0.6,.643,,
Steve Hardwick,13,0,3.2,0.5,1.2,.438,0.5,1.2,.438,0.0,0.0,,0.6,1.0,.615,,
Alan Hardy,112,43,29.1,3.1,6.4,.481,0.7,1.1,.639,3.8,1.0,0.4,0.7,,1.6,6.9,
Amauri Hardy,124,62,25.8,3.3,7.8,.419,2.2,4.5,.491,1.1,3.4,.323,1.6,2.3,.693,0.3,2.0
Andre Hardy,83,20,19.8,2.5,5.5,.455,2.5,5.5,.455,0.0,0.0,,2.0,3.3,.615,2.1,3.6
Antwan Hardy,52,23,25.3,3.2,8.8,.364,1.6,4.6,.351,1.6,4.2,.378,1.6,2.1,.794,0.8,1.9
Ayron Hardy,127,126,29.8,3.8,7.1,.538,3.4,5.7,.592,0.5,1.4,.322,1.6,2.1,.733,2.2,3.3
Bob Hardy,56,,,4.6,11.9,.390,3.9,5.5,.717,3.5,,,,,2.7,13.2,
Boo Hardy,27,,,2.3,6.7,.350,0.7,2.7,.270,1.6,3.9,.406,1.3,3.6,.375,,
Charles Hardy,9,,,0.2,1.1,.200,0.2,0.2,1.000,0.6,,,,,0.3,0.7,
Chauncey Hardy,113,79,27.3,3.9,8.6,.457,2.4,4.9,.493,1.5,3.8,.410,1.6,2.0,.819,0.7,1.6
Chris Hardy,20,,,1.2,3.2,.359,0.7,1.5,.467,0.5,1.7,.265,0.4,0.6,.636,,
Dana Hardy,114,31,33.6,4.1,9.8,.420,2.4,5.4,.439,1.8,4.4,.396,1.6,2.3,.718,,
Darrell Hardy,72,,,6.8,13.5,.503,5.4,6.8,.783,11.6,,,,,2.0,18.9,
Dave Hardy,112,111,32.5,2.8,6.9,.414,2.1,4.6,.459,0.7,2.2,.319,2.1,2.7,.764,0.7,1.8
David Hardy,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,0.0,0.0,,0.0,0.0
Doug Hardy,37,3,9.8,0.7,2.3,.294,0.4,1.7,.254,0.2,0.6,.409,0.6,1.0,.568,0.1,0.5
Dwight Hardy,62,34,28.6,4.8,11.2,.431,2.9,6.1,.484,1.9,5.1,.367,3.1,3.9,.813,0.6,1.9
Eddie Hardy,22,0,8.2,0.7,2.0,.341,0.2,0.2,.800,0.5,1.8,.282,0.1,0.1,.667,0.1,0.2
Elijah Hardy,75,11,14.6,1.8,5.3,.348,1.3,3.3,.384,0.6,2.0,.289,0.7,0.9,.725,0.4,1.8
Emir Hardy,26,0,,0.6,2.4,.242,0.4,0.7,.588,2.5,0.4,,,,1.4,1.5,
Ernest Hardy,56,,,4.4,11.2,.395,2.5,4.4,.580,10.4,,,,,1.9,11.4,
Greg Hardy,15,1,6.7,0.4,1.5,.273,0.4,1.5,.273,0.0,0.0,,0.1,0.2,.333,0.9,0.9
James Hardy,80,,32.5,5.4,10.2,.528,2.6,3.7,.706,9.7,1.1,,,,2.7,13.4,
James Hardy,23,3,10.7,0.7,2.1,.354,0.7,1.6,.417,0.1,0.5,.167,0.1,0.4,.300,0.7,1.1
Jim Hardy,69,,,1.4,2.8,.505,1.3,2.3,.537,0.2,0.5,.344,0.9,1.2,.735,,
John Hardy,3,,,0.7,1.0,.667,0.7,1.0,.667,0.0,0.0,,1.0,1.7,.600,,
John Hardy,18,,,1.7,3.8,.441,1.6,3.6,.431,0.1,0.2,.667,0.7,1.0,.667,,
Kevin Hardy,125,94,30.0,3.7,8.0,.466,3.4,7.1,.481,0.3,0.9,.339,1.6,2.9,.552,1.8,3.5
Kevin Hardy,18,,,1.1,2.5,.444,0.1,0.4,.250,2.1,,,,,1.0,2.3,
Lynn Hardy,110,76,24.8,2.9,6.1,.472,,,.455,,,.375,1.8,2.4,.738,,
Malik Hardy,20,0,14.3,1.6,3.8,.421,1.2,2.3,.511,0.5,1.6,.290,1.1,1.5,.724,1.1,1.7
Matt Hardy,38,4,7.7,0.4,1.0,.378,0.4,0.9,.389,0.0,0.0,.000,0.4,0.6,.636,,
Mickey Hardy,56,2,16.4,3.5,7.1,.492,,,,,,,0.5,0.8,.659,1.1,1.3
P.J. Hardy,113,31,18.6,2.1,5.5,.382,0.6,1.4,.420,1.5,4.1,.370,0.7,1.0,.713,0.2,1.3
Pat Hardy,1,,,0.0,0.0,,0.0,0.0,,1.0,0.0,,,,0.0,0.0,
Patrick Hardy,114,70,22.0,1.8,4.7,.392,1.2,2.8,.429,0.6,1.9,.339,1.0,1.4,.696,0.6,1.8
Quamauri Hardy,66,3,14.2,0.8,2.2,.384,0.7,1.8,.422,0.1,0.5,.233,0.3,0.6,.561,0.5,0.7
Rob Hardy,28,,,0.4,0.8,.476,0.1,0.2,.400,0.4,0.2,0.4,,,0.8,0.8,
Scott Hardy,55,15,20.8,1.7,3.8,.431,,,,,,,0.6,1.0,.561,1.6,3.7
Tae Hardy,53,35,21.4,2.6,6.2,.422,1.9,4.2,.459,0.7,2.1,.349,1.6,2.3,.711,0.2,1.8
Tavaras Hardy,118,113,29.7,3.5,7.9,.449,3.3,6.7,.489,0.2,1.1,.209,2.2,3.8,.579,,
Chip Hare,112,43,26.7,4.3,9.9,.436,3.4,7.1,.482,0.9,2.9,.324,2.2,3.1,.706,,
Fred Hare,45,,,4.8,12.2,.398,2.4,3.6,.656,6.4,,,,,2.6,12.1,
George Hare,27,,,2.9,8.3,.350,2.1,2.9,.722,,,,,,2.2,7.9,
Jerry Hare,18,,,0.6,1.6,.357,0.9,1.5,.593,1.0,,,,,1.0,2.0,
Jordan Hare,27,19,19.6,2.3,3.9,.585,2.3,3.9,.585,0.0,0.0,,0.6,1.4,.447,1.5,2.5
Josh Hare,112,11,14.4,1.5,3.5,.423,1.2,2.3,.498,0.3,1.2,.279,0.7,1.1,.678,0.6,1.2
Josh Hare,55,2,8.3,0.6,1.2,.471,0.4,0.7,.525,0.2,0.5,.393,0.3,0.5,.556,,
Justin Hare,127,79,28.7,4.6,10.2,.454,3.0,5.9,.509,1.6,4.3,.378,3.0,3.7,.805,0.7,2.6
Kevin Hare,,,,,,,,,,,,,,,,,
Mike Hare,51,,27.7,2.3,5.3,.426,1.2,2.5,.481,1.0,2.8,.376,0.7,1.0,.760,,
Mike Hare,3,,,0.0,0.3,.000,0.0,0.7,.000,0.0,,,,,0.0,0.0,
Ryan Hare,31,26,24.1,2.3,5.6,.408,1.6,3.7,.422,0.7,1.9,.379,2.2,2.8,.802,0.7,2.4
Sam Hare,26,,,2.0,3.7,.537,0.7,1.2,.581,3.9,,,,,2.2,4.6,
Stewart Hare,119,16,21.5,2.0,5.3,.387,1.2,2.8,.432,0.8,2.5,.338,0.9,1.3,.681,,
Terry Hare,52,9,8.6,1.1,2.0,.538,,,.550,,,,0.3,0.6,.545,,
Lavar Harewood,75,26,15.9,1.7,4.6,.365,0.8,2.0,.386,0.9,2.6,.349,1.1,1.6,.720,0.5,1.9
Bassel Harfouch,7,0,6.1,0.4,2.0,.214,0.3,0.7,.400,0.1,1.3,.111,0.0,0.0,,0.3,1.0
Ed Jr Hargaden,50,,,1.6,4.1,.391,1.1,1.8,.589,1.1,,,,,1.5,4.3,
Tony Hargain,59,0,2.9,0.9,2.3,.393,0.7,1.6,.419,0.2,0.7,.333,0.3,0.4,.640,,
Ira Harge,35,3,7.0,0.5,1.1,.459,,,,,,,0.4,0.8,.464,1.4,0.1
Ira Harge,54,,,6.9,14.2,.484,5.1,7.9,.640,11.8,,,,,3.1,18.8,
Joe Harge,69,8,10.6,0.6,1.3,.471,0.6,1.3,.471,0.0,0.0,,0.4,0.7,.583,,
John Harge,12,0,10.2,0.8,1.2,.643,0.8,1.2,.643,0.0,0.0,,0.3,0.4,.600,1.0,0.9
Joe Hargen,33,,,5.5,15.5,.357,3.0,5.1,.599,,,,,,,14.1,
_ Hargen,19,,,1.2,,,0.7,,,,,,,,,3.2,
Lyle Harger,76,,,4.9,8.4,.592,4.2,6.1,.698,10.1,,,,,3.1,14.1,
Dave Hargett,76,,,6.1,14.8,.415,4.1,5.9,.686,3.0,2.9,,,,1.7,16.4,
Ernest Hargett,6,0,1.3,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,0.0,0.3,.000,0.0,0.2
Herb Hargett,37,,,6.0,9.6,.624,2.8,3.6,.774,,,,,,2.5,14.7,
Jonathan Hargett,26,22,28.5,4.0,13.3,.303,1.7,5.3,.326,2.3,8.0,.288,3.4,3.9,.881,0.4,2.4
Mike Hargett,116,33,24.8,4.4,10.8,.409,2.6,6.0,.427,1.9,4.8,.386,1.9,2.5,.782,,
John Hargette,55,2,7.8,0.6,1.7,.347,,,,,,,0.4,0.8,.571,1.4,0.3
Marlon Hargis,69,17,15.5,1.9,4.2,.446,1.4,2.6,.522,0.5,1.5,.314,1.3,1.5,.821,0.9,1.6
Clay Hargrave,61,,,3.5,6.9,.509,1.1,2.3,.482,7.4,1.4,,,,2.9,8.1,
Haron Hargrave,56,44,25.9,3.0,8.4,.355,1.6,4.1,.381,1.4,4.3,.331,3.6,4.4,.814,0.4,1.7
Jim Hargrave,14,,,1.2,2.3,.531,0.4,0.6,.556,1.6,,,,,0.6,2.8,
Ryan Hargrave,98,12,12.4,1.5,3.5,.420,0.9,1.8,.508,0.5,1.7,.321,0.6,0.7,.783,0.6,1.7
Rusty Hargraves,67,23,,1.6,4.6,.351,0.8,1.2,.714,0.2,0.2,1.000,0.7,1.0,.657,,
Tony Hargraves,126,40,29.3,3.6,6.6,.548,,,,,,,2.5,4.0,.632,5.4,3.9
Courtney Hargrays,75,0,22.3,2.0,5.4,.368,1.5,3.3,.441,0.5,2.1,.255,0.9,1.4,.604,,
Jerome Hargreaves,30,1,6.4,0.3,0.6,.588,0.3,0.5,.600,0.0,0.1,.500,0.3,0.5,.600,0.4,0.9
Adrian Hargrove,2,0,,0.5,2.5,.200,0.0,1.0,.000,0.5,1.5,.333,0.0,0.0,,0.0,0.0
Anthony Hargrove,2,0,1.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,0.0,2.0,.000,,
Bernard Hargrove,18,,14.3,1.6,3.4,.468,,,,,,,1.3,2.3,.561,2.9,0.6
Danny Hargrove,39,0,8.7,0.8,2.1,.400,0.7,1.7,.433,0.1,0.3,.231,0.3,0.5,.556,0.4,0.6
James Hargrove,51,1,,6.2,14.5,.431,4.5,9.5,.471,1.8,5.0,.357,3.2,4.7,.690,,
Kobe Hargrove,3,0,3.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,0.7,0.7,1.000,0.0,1.0
Lannce Hargrove,24,4,15.8,1.5,4.2,.347,1.4,3.9,.355,0.1,0.3,.250,1.0,1.3,.750,,
Lucas Hargrove,111,52,24.0,3.2,6.6,.475,2.4,4.4,.555,0.7,2.2,.317,1.5,2.4,.635,1.6,3.5
Morris Hargrove,109,30,29.2,4.6,9.1,.501,,,,,,,2.3,3.4,.692,5.8,1.0
Nick Hargrove,99,55,26.2,2.3,6.1,.372,1.7,4.0,.428,0.6,2.1,.267,2.5,3.3,.743,,
Terrence Hargrove Jr.,60,15,15.4,2.3,5.0,.465,1.7,3.4,.505,0.6,1.6,.376,0.7,1.1,.672,0.9,1.9
Maurice Hargrow,105,66,25.1,3.3,7.7,.434,2.7,5.7,.471,0.7,2.0,.332,2.4,3.5,.672,1.0,2.4
Bob Haring,,,,,,,,,,,,,,,,,
Kaelon Harkema,8,0,9.5,0.4,1.3,.300,0.4,0.6,.600,0.0,0.6,.000,0.1,1.0,.125,0.0,0.3
Skouson Harker,27,0,7.9,0.9,2.3,.365,0.9,2.3,.365,0.0,0.0,,0.5,1.0,.481,,
D.W. Harkins,55,,,4.2,13.2,.318,2.5,3.5,.707,,,,,,3.0,10.9,
Jim Harkins,66,,18.7,1.2,2.5,.485,,,,,,,1.0,1.5,.667,1.8,1.0
Mike Harkins,62,,,7.9,18.5,.429,6.5,8.9,.733,6.3,,,,,2.3,22.3,
Elijah Harkless,90,59,26.2,3.0,7.0,.436,2.4,5.0,.473,0.7,2.0,.341,1.9,2.9,.633,0.9,3.9
Maurice Harkless,32,32,36.1,6.0,13.3,.452,5.5,10.9,.506,0.5,2.5,.215,2.9,4.3,.676,2.8,5.9
Ammar Harknell,13,0,5.8,0.5,1.9,.280,0.1,0.6,.125,0.5,1.3,.353,0.1,0.2,.500,0.2,0.2
Bruce Harkness,25,,,1.8,6.1,.303,1.7,2.7,.618,3.0,,,,,2.7,5.4,
Cam Harkness,31,,,0.1,0.7,.174,0.2,0.4,.462,0.5,,,,,0.2,0.5,
Jerry Harkness,81,,,7.8,16.0,.488,6.0,8.2,.730,8.2,,,,,2.4,21.6,
Jordan Harks,86,50,19.7,3.4,6.0,.556,3.3,6.0,.558,0.0,0.0,.250,1.3,2.4,.541,1.8,3.1
Jackson Harlan,11,0,2.0,0.1,0.4,.250,0.0,0.2,.000,0.1,0.2,.500,0.2,0.2,1.000,0.0,0.1
Sessions Harlan,57,,,5.6,11.6,.481,2.1,3.8,.560,2.9,,,,,2.2,13.3,
Shawn Harlan,101,100,29.6,3.8,9.5,.399,2.1,4.7,.444,1.7,4.8,.356,2.6,3.3,.804,,
Ben Harlee,114,61,31.0,3.3,8.9,.371,2.0,5.2,.388,1.3,3.8,.348,2.5,3.3,.748,,
Chase Harler,116,20,14.9,1.3,3.4,.368,0.6,1.3,.468,0.6,2.1,.306,0.3,0.5,.627,0.3,0.6
Doug Harley,92,,,3.0,5.4,.562,2.3,3.3,.722,6.3,0.2,,,,1.0,8.4,
Ellis Harley,61,,,5.1,11.9,.432,2.1,2.8,.780,5.5,,,,,2.3,12.4,
Holman Harley,51,23,,4.1,8.7,.469,,,,,,,3.3,4.1,.810,2.2,3.9
Kenny Harley,119,96,25.6,2.9,6.9,.420,2.1,4.5,.452,0.8,2.3,.357,1.3,1.9,.674,,
Khari Harley,52,13,14.2,0.8,2.3,.333,0.5,1.3,.368,0.3,1.0,.288,0.8,1.1,.768,0.4,0.9
Marcus Harley,87,36,25.0,2.5,7.0,.360,1.3,3.1,.408,1.2,3.9,.320,0.8,1.3,.623,0.3,1.7
Rick Harley,72,,,2.8,5.3,.529,1.6,2.4,.665,5.4,,,,,3.4,7.2,
Steve Harley,63,51,28.3,3.6,8.5,.418,2.9,6.7,.431,0.7,1.8,.372,1.8,2.7,.663,0.4,2.4
Therix Harley,7,,,1.4,3.6,.400,1.4,3.6,.400,0.0,0.0,,1.0,1.3,.778,,
Skip Harlicka,69,,,7.0,14.8,.472,3.6,5.0,.708,3.1,,,,,3.2,17.5,
Todd Harlicka,45,1,2.6,0.2,1.0,.222,0.1,0.4,.278,0.1,0.6,.185,0.1,0.1,1.000,,
Glen Harlin,49,,,1.7,4.4,.386,1.3,1.9,.681,,,,,,2.4,4.6,
John Harlin,17,,,0.8,2.1,.361,0.5,1.4,.375,1.5,0.1,,,,0.5,2.1,
Ed Harling,41,,,1.1,1.9,.584,0.1,0.2,.444,1.4,,,,,0.4,2.3,
Harry Harlow,29,,,0.6,1.7,.320,0.3,0.6,.588,0.9,,,,,0.7,1.4,
John Harlow,4,,,0.5,1.8,.286,0.5,0.5,1.000,0.5,,,,,0.0,1.5,
Thomas Harlow,5,,,0.2,1.2,.167,0.0,0.0,,,,,,,0.4,0.4,
Brian Harman,2,0,4.0,0.0,1.5,.000,0.0,1.5,.000,0.0,0.0,,0.0,0.0,,0.0,0.0
Bruce Harman,81,30,18.8,1.7,3.7,.476,0.7,1.2,.567,1.0,1.6,1.0,0.1,1.4,1.7,4.2,
Jim Harman,22,0,2.5,0.3,0.5,.545,0.3,0.5,.545,0.0,0.0,,0.1,0.5,.273,,
Lee Harman,73,,,2.7,6.9,.389,3.4,5.4,.621,6.1,,,,,2.8,8.9,
Rick Harman,69,,,3.4,3.0,1.124,3.6,3.8,.958,,,,,,2.2,10.4,
Robbie Harman,123,76,26.3,2.8,7.0,.401,0.9,2.1,.422,1.9,4.8,.392,1.1,1.5,.745,0.4,1.4
Steve Harman,4,,,0.5,1.3,.400,0.0,0.8,.000,1.0,,,,,0.0,1.0,
Tim Harman,73,,,3.9,10.6,.366,2.4,3.7,.646,4.6,,,,,3.0,10.1,
_ Harman,7,,,0.4,2.6,.167,0.7,1.0,.714,,,,,,0.9,1.6,
_ Harman,52,,,3.4,6.7,.503,0.8,1.3,.667,,,,,,1.4,7.6,
Dwayne Harmason,64,55,28.7,2.5,7.0,.363,2.3,6.2,.370,0.3,0.8,.315,2.6,3.3,.789,0.6,2.3
Scott Harmatuk,102,54,20.4,1.6,4.5,.351,0.7,2.0,.333,0.9,2.5,.366,1.9,2.3,.823,,
Daven Harmeling,122,41,20.6,1.9,4.6,.416,0.9,1.8,.500,1.0,2.8,.363,0.6,0.9,.733,0.3,1.8
Dick Harmening,21,,,4.0,7.8,.509,3.1,5.2,.606,5.4,,,,,1.9,13.0,
George Harmina,1,,,1.0,2.0,.500,0.0,0.0,,1.0,,,,,0.0,2.0,
Chuck Harmison,104,,24.4,3.4,6.6,.507,1.6,2.6,.603,5.7,1.0,0.8,0.7,,3.2,8.3,
Alfred Harmon,19,,2.2,0.6,2.0,.289,,,,,,,0.2,0.4,.500,0.5,1.8
Antwon Harmon,85,,,3.0,6.9,.440,3.0,6.8,.442,0.0,0.0,.000,1.5,2.3,.665,,
Bamfield Harmon,21,0,5.5,0.2,0.9,.278,0.1,0.5,.273,0.1,0.3,.286,0.2,0.5,.364,0.4,0.6
Bill Harmon,26,,,2.0,4.7,.423,0.6,0.8,.682,2.8,1.7,1.3,,,1.6,4.6,
Billy Harmon,78,,6.1,0.5,1.3,.390,0.5,0.9,.567,0.9,0.7,,,,0.7,1.5,
Blane Harmon,92,61,34.2,3.9,10.1,.384,1.6,3.4,.456,2.3,6.6,.348,1.5,2.2,.663,,
Charles Harmon,9,,,2.4,6.4,.379,1.9,2.4,.773,,,,,,1.8,6.8,
Darrell Harmon,24,6,17.0,2.2,5.8,.377,0.5,1.3,.344,1.7,4.4,.387,0.3,0.4,.667,,
Dave Harmon,45,,,1.0,2.2,.440,0.4,0.9,.500,2.1,,,,,1.1,2.4,
De'Vion Harmon,73,61,30.2,3.6,8.4,.423,2.3,4.7,.483,1.3,3.7,.347,1.6,2.1,.748,0.3,2.2
Edwin Harmon,72,19,18.1,2.0,4.2,.473,2.0,4.2,.473,0.0,0.0,,1.1,2.1,.513,,
Gene Harmon,82,,32.6,7.2,13.7,.529,2.2,2.8,.785,6.1,1.8,,,2.1,2.1,16.7,
Girard Harmon,77,,33.0,1.4,2.8,.509,,,,,,,1.1,1.7,.641,1.9,5.7
Holt Harmon,6,0,3.2,0.2,0.5,.333,0.0,0.3,.000,0.2,0.2,1.000,0.0,0.0,,0.2,0.2
Ike Harmon,98,76,26.9,5.9,12.7,.469,5.4,11.0,.496,0.5,1.7,.293,3.5,5.4,.655,,
Jamon Harmon,6,0,3.2,0.3,1.0,.333,0.3,0.7,.500,0.0,0.3,.000,0.0,0.0,,0.0,0.5
Jermaine Harmon,79,1,16.8,1.9,3.8,.503,1.9,3.8,.505,0.0,0.0,.000,1.3,2.3,.579,,
Jerome Harmon,31,0,24.9,6.4,11.4,.556,6.3,11.0,.574,0.1,0.5,.143,2.0,2.7,.735,,
Justin Harmon,8,1,26.0,4.0,8.6,.464,3.6,7.3,.500,0.4,1.4,.273,3.8,4.6,.811,0.8,3.5
Ken Harmon,52,20,25.5,4.8,10.7,.452,1.2,1.7,.711,7.3,1.8,,,,2.7,10.9,
Malik Harmon,120,93,27.7,2.3,6.7,.337,1.1,3.1,.356,1.2,3.6,.322,1.9,2.7,.697,0.2,2.0
Marty Harmon,24,,24.0,4.5,9.3,.489,,,,,,,0.8,1.1,.704,3.7,0.9
Michael Harmon,12,0,3.0,0.2,0.8,.222,0.2,0.8,.222,0.0,0.0,,0.2,0.3,.667,,
Mike Harmon,55,23,19.8,1.7,2.9,.594,1.7,2.9,.594,0.0,0.0,,0.9,1.8,.485,1.9,2.3
Odist Harmon,23,1,7.9,0.8,1.2,.667,0.8,1.2,.667,0.0,0.0,,0.2,0.4,.400,0.6,0.7
Phil Harmon,80,,,2.8,5.9,.472,1.3,1.7,.734,2.2,,,,,1.8,6.9,
Rick Harmon,29,,,1.5,3.2,.468,1.3,1.6,.804,2.3,2.0,,,,1.6,4.3,
Rob Harmon,1,0,1.0,0.0,0.0,,,,,,,,0.0,0.0,,,
Steve Harmon,46,,,2.3,5.6,.419,1.2,2.1,.571,4.6,,,,,1.7,5.9,
Trevon Harmon,124,102,28.1,3.6,9.0,.397,1.9,4.0,.478,1.7,5.0,.333,1.9,2.3,.814,0.8,1.9
Zalmico Harmon,61,61,31.2,2.0,5.6,.364,1.2,3.4,.369,0.8,2.2,.356,2.1,2.8,.780,0.4,1.4
_ Harmon,26,,,3.4,,,2.0,3.1,.650,,,,,,2.4,8.8,
Joe Harms,15,0,2.5,0.1,0.3,.500,0.1,0.2,.667,0.0,0.1,.000,0.3,0.5,.500,0.1,0.2
John Harms,20,,,2.6,4.8,.531,0.7,1.6,.452,3.9,,,,,1.7,5.8,
Leland Harms,45,,,1.1,2.6,.426,0.8,1.3,.567,3.8,,,,,1.5,2.9,
Ross Harms,110,28,18.8,1.1,3.2,.339,0.7,1.9,.383,0.4,1.3,.275,0.9,1.5,.627,,
Brian Harmsen,18,,,0.3,0.9,.313,0.2,0.6,.364,1.1,0.3,,,,0.3,0.8,
Joe Harmsen,93,29,14.2,1.8,4.2,.437,1.7,3.7,.462,0.1,0.4,.220,0.5,1.0,.505,,
Jeremy Harn,36,2,4.8,0.4,0.9,.471,0.4,0.9,.485,0.0,0.0,.000,0.1,0.3,.333,0.3,0.9
Mark Harner,2,,,0.0,0.0,,0.0,0.0,,0.5,0.0,,,,1.0,0.0,
Rick Harness,46,1,,1.5,3.7,.395,0.7,0.9,.732,0.7,0.8,0.1,0.0,0.3,1.1,3.6,
Jim Harney,80,,,2.7,6.2,.435,0.7,1.1,.615,2.1,,,,,1.5,6.1,
Joe Harney,106,64,22.4,2.7,6.4,.417,1.3,2.8,.480,1.4,3.7,.370,1.2,1.6,.757,,
Nick Harney,89,32,18.9,3.3,6.8,.492,3.1,5.7,.539,0.3,1.1,.257,1.8,2.7,.668,1.1,2.3
Raekwon Harney,9,0,12.2,1.1,2.9,.385,0.7,2.1,.316,0.4,0.8,.571,0.1,0.3,.333,0.1,1.3
Raekwon Harney,27,0,10.3,0.6,2.0,.296,0.4,1.4,.308,0.1,0.6,.267,0.0,0.3,.125,0.1,0.8
Steve Harney,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
John Harnice,12,,,0.4,1.4,.294,,,,,,,0.2,0.3,.500,1.3,0.0
Dave Harnum,20,,,0.7,2.8,.255,0.4,1.2,.333,3.4,,,,,1.1,1.8,
Don Harnum,51,,,2.8,7.1,.402,1.9,2.4,.797,6.3,,,,,0.9,7.6,
Mike Harnum,74,1,8.8,1.8,4.0,.444,,,.542,,,.407,0.8,1.0,.770,,
Hector Harold,107,43,15.6,1.7,4.6,.377,1.1,2.6,.432,0.6,2.0,.307,0.8,1.3,.613,0.5,1.9
Jim Harold,2,,,0.5,0.5,1.000,0.5,1.0,.500,0.5,,,,,0.5,1.5,
Abdoulaye Harouna,95,61,19.6,1.8,4.9,.366,0.9,2.2,.409,0.9,2.7,.331,1.2,1.7,.739,0.4,1.7
DaVonn Harp,48,,18.9,1.2,2.6,.444,1.2,2.6,.444,0.0,0.0,,0.6,1.5,.380,,
Jeff Harp,70,,,2.7,7.3,.375,3.2,4.4,.722,2.3,,,,,3.1,8.6,
Josh Harp,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,
Ryan Harp,108,36,17.4,0.9,2.3,.383,0.6,1.3,.483,0.2,1.0,.243,0.5,0.7,.708,0.6,1.7
Aaron Harper,123,96,28.8,4.1,9.9,.414,1.8,4.0,.455,2.3,5.9,.386,1.8,2.6,.699,1.0,3.0
Adrian Harper,67,40,21.8,2.9,6.9,.412,1.9,3.9,.479,1.0,3.0,.323,1.0,1.5,.676,0.8,2.7
Alex Harper,34,,,1.5,4.4,.338,1.1,1.9,.545,2.0,,,,,1.9,4.0,
Alexander Harper,76,45,23.7,1.8,4.0,.449,0.9,2.1,.459,0.8,1.9,.438,1.2,1.6,.783,0.4,3.1
Arlon Harper,122,108,28.4,4.6,10.5,.433,3.0,6.2,.481,1.6,4.4,.364,2.7,3.6,.745,0.9,2.9
Austin Harper,60,12,10.9,0.9,2.3,.374,0.7,1.7,.436,0.1,0.6,.211,0.6,0.8,.760,0.2,0.8
Bill Harper,82,,,1.7,5.6,.307,0.9,1.5,.639,2.0,2.3,,,,2.0,4.4,
Bill Harper,4,,,0.3,1.3,.200,0.3,0.5,.500,1.8,0.0,,,,0.3,0.8,
Bobby Harper,54,,,1.0,3.2,.316,,,,,,,0.7,1.3,.557,1.9,
Calvin Harper,53,,,3.0,6.3,.478,0.9,1.9,.455,8.5,1.6,,,,2.9,6.9,
Carloes Harper,18,,,0.6,2.0,.278,0.5,1.3,.375,0.1,0.7,.083,0.4,0.6,.636,,
Charles Harper,6,0,6.3,0.8,2.0,.417,0.3,0.5,.667,0.5,1.5,.333,0.0,0.0,,0.0,0.2
Charlie Harper,106,63,22.7,2.8,6.8,.412,2.7,6.2,.429,0.1,0.6,.230,1.8,2.7,.678,1.8,3.7
