name,G,GS,MP,FG,FGA,FG%,P2,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB
Brad McNamara,51,,,4.3,10.1,.429,1.7,2.1,.798,1.7,1.8,,,,1.4,10.4,
Brendan McNamara,77,,,3.0,10.7,.279,1.3,2.2,.583,2.6,4.6,,,,2.8,7.2,
Carlton McNamara,14,,,0.3,0.6,.500,0.5,0.9,.583,1.3,,,,,,1.1,
Chris McNamara,5,0,1.8,0.0,0.2,.000,0.0,0.2,.000,0.0,0.0,,0.0,0.0,,0.0,0.2
Ed McNamara,48,,,2.4,7.1,.335,1.0,1.9,.511,5.9,,,,,2.2,5.8,
Eddie Mcnamara,7,0,3.0,0.3,0.9,.333,0.3,0.6,.500,0.0,0.3,.000,0.3,0.3,1.000,,
Elijah McNamara,98,21,11.8,1.5,3.5,.419,1.4,3.0,.462,0.1,0.5,.176,0.3,0.6,.491,0.5,1.4
Frank McNamara,33,,,0.8,2.4,.333,0.2,0.4,.615,1.6,,,,,0.9,1.8,
Gerry McNamara,135,135,35.5,4.7,12.5,.375,1.7,4.1,.419,3.0,8.4,.354,3.2,3.6,.888,0.5,1.9
Kevin McNamara,100,20,11.4,0.7,1.4,.504,0.7,1.4,.500,0.0,0.0,1.000,0.9,1.4,.662,,
Mark McNamara,107,,32.3,6.6,10.5,.634,,,,,,,3.1,5.9,.526,9.1,0.9
Pat McNamara,72,0,9.0,0.8,2.1,.391,0.1,0.3,.400,0.7,1.8,.389,0.1,0.2,.545,0.1,0.5
Patrick McNamara,59,1,5.5,0.3,1.0,.322,0.3,0.8,.400,0.0,0.2,.071,0.3,0.5,.581,,
Robert McNamara,21,,,0.2,1.2,.192,0.8,1.7,.486,0.9,,,,,0.8,1.3,
Shae McNamara,113,10,12.1,1.4,2.6,.515,1.1,1.8,.603,0.3,0.8,.323,0.5,0.8,.652,0.8,1.4
Steve Mcnamara,21,,1.4,0.1,0.2,.500,,,,,,,0.0,0.0,.000,0.1,0.2
_ McNamara,3,,,0.3,1.0,.333,0.0,0.7,.000,0.3,0.0,,,,0.7,0.7,
_ McNamara,,,,,,,,,,,,,,,,,
_ McNamara,22,,,3.0,12.7,.233,1.4,2.3,.620,,,,,,3.0,7.3,
Joe McNamee,38,,,5.7,1.4,4.173,3.4,5.1,.677,,,,,,5.5,14.9,
Tom McNamee,8,,,0.3,0.3,1.000,0.0,0.0,,0.3,,,,,0.1,0.5,
Jim McNaney,21,,,1.1,2.6,.436,1.0,1.8,.579,0.7,0.2,,,,1.5,3.3,
Cornelius McNary,103,25,9.4,0.8,1.7,.449,0.8,1.7,.449,0.0,0.0,,0.8,1.1,.692,,
James McNary,88,56,24.2,1.9,4.1,.472,,,.441,,,.375,1.8,2.3,.782,,
LaVaughn McNary,25,,,0.1,0.4,.300,,,,,,,0.3,0.8,.350,0.6,
Clarence McNatt,107,34,22.8,2.4,4.2,.580,,,,,,,1.2,1.9,.599,4.1,0.3
Chris McNaughton,125,119,26.0,4.9,8.2,.598,4.8,8.0,.603,0.0,0.1,.267,2.5,3.6,.688,1.6,3.5
Frank McNaughton,,,,,,.333,,,1.000,,,,,,,,
Joe McNaull,116,28,22.8,4.2,7.5,.559,4.2,7.5,.559,0.0,0.0,.000,2.1,3.6,.589,,
Jamuni McNeace,120,16,14.3,1.9,3.2,.579,1.9,3.2,.581,0.0,0.0,.000,0.7,1.4,.497,1.1,2.5
Kenyon McNeaill,136,56,22.4,2.6,6.8,.379,0.9,2.3,.404,1.6,4.5,.365,1.6,2.2,.754,0.4,1.8
Brett McNeal,120,96,31.0,6.1,13.3,.457,,,.486,,,.360,2.3,3.0,.766,,
Chris McNeal,98,58,22.7,1.9,5.6,.339,0.9,2.0,.442,1.0,3.6,.281,1.2,1.9,.663,0.3,2.2
Chris McNeal,95,62,25.9,4.4,9.2,.476,4.3,8.7,.487,0.1,0.5,.256,2.4,3.4,.693,,
Dwayne McNeal,74,4,12.2,1.4,2.4,.577,1.3,2.2,.596,0.0,0.1,.222,1.1,1.9,.577,1.1,1.4
Earl McNeal,43,,,2.8,6.2,.451,2.0,2.7,.744,2.3,,,,,2.4,7.4,
Jerel McNeal,130,130,30.9,5.6,12.7,.440,4.3,9.0,.478,1.3,3.6,.347,2.8,4.0,.717,1.3,3.3
Joe McNeal,81,16,19.3,2.3,5.2,.438,2.0,4.1,.482,0.3,1.2,.284,1.1,1.6,.685,1.7,2.0
Kevin McNeal,30,1,8.0,0.8,2.2,.364,0.7,1.8,.400,0.1,0.4,.182,0.2,0.6,.294,0.5,0.7
Fred McNealey,114,25,31.0,4.9,10.2,.485,5.3,11.0,.482,0.0,0.1,.300,2.8,4.3,.654,,
Chris McNealy,81,,36.7,6.2,11.3,.551,,,,,,,2.8,4.4,.638,8.4,
Chris McNealy,135,79,25.8,3.3,7.9,.413,2.3,5.2,.436,1.0,2.6,.369,1.5,2.1,.712,0.9,2.9
Tom McNeece,16,,,0.5,1.5,.333,0.8,1.5,.500,0.4,,,,,1.1,1.8,
Doug McNeely,85,16,13.0,1.0,2.4,.436,,,,,,,0.6,1.0,.671,1.9,0.5
Tim McNeely,32,0,2.1,0.3,0.7,.391,0.2,0.5,.438,0.1,0.2,.286,0.3,0.5,.600,,
Tyler McNeely,12,1,1.5,0.2,0.5,.333,0.2,0.5,.333,0.0,0.0,,0.3,0.3,.750,0.3,0.2
Bill McNeer,73,,,3.9,9.5,.408,1.9,2.8,.697,3.4,,,,,2.3,9.7,
Steve McNees,141,78,24.9,2.1,6.1,.354,0.6,1.5,.376,1.6,4.5,.346,1.1,1.6,.688,0.4,1.5
A.J. McNeil,2,0,4.5,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,0.0,0.0,,0.5,0.5
Camron McNeil,15,3,18.5,2.3,6.1,.370,1.5,3.3,.449,0.8,2.9,.279,0.7,1.0,.733,0.1,2.0
Charles McNeil,54,,,5.4,12.2,.441,3.8,4.9,.769,6.9,,,,,,14.5,
Cory McNeil,74,26,15.2,1.1,3.5,.320,1.0,2.9,.332,0.1,0.6,.262,0.9,1.5,.593,0.4,1.1
Daquein McNeil,34,0,10.8,0.7,2.0,.343,0.5,1.3,.395,0.2,0.7,.250,0.3,0.6,.476,0.3,1.0
Dave McNeil,21,,,2.0,5.0,.390,1.9,2.8,.672,2.2,,,,,1.4,5.8,
Devin McNeil,26,9,13.0,1.3,3.5,.363,0.8,1.9,.400,0.5,1.6,.317,0.5,0.7,.737,0.3,1.1
Don McNeil,50,,,1.2,4.0,.308,1.2,1.8,.670,4.2,,,,,1.7,3.7,
George McNeil,55,,,6.5,13.0,.499,4.7,5.7,.831,3.6,,,,,2.3,17.7,
Howard McNeil,87,87,36.0,4.9,10.4,.474,,,,,,,2.2,3.1,.720,6.8,2.2
Japhet McNeil,81,52,24.5,1.5,4.3,.351,1.1,2.7,.419,0.4,1.6,.241,1.6,2.5,.633,0.6,1.9
Jeremy McNeil,135,21,15.5,1.3,1.9,.685,1.3,1.9,.685,0.0,0.0,,0.4,0.9,.491,,
Jerry McNeil,32,1,21.6,1.6,2.6,.602,2.1,3.3,.640,0.0,0.0,.000,0.6,1.5,.426,,
Joe McNeil,74,,,2.2,5.9,.377,1.3,2.0,.616,2.7,,,,,2.2,5.7,
John McNeil,,,,,,,,,,,,,,,,,
Johnny McNeil,67,52,23.4,2.1,4.0,.541,2.1,4.0,.541,0.0,0.0,,1.5,2.0,.737,,
Jordan McNeil,125,29,15.1,1.6,4.0,.407,1.0,2.0,.480,0.6,1.9,.329,0.6,1.0,.625,0.2,0.9
Julius McNeil,116,61,25.7,4.6,9.6,.478,4.1,8.3,.501,0.4,1.3,.336,1.3,2.0,.648,,
Kelvin McNeil,114,43,19.6,1.7,4.0,.427,1.7,3.7,.450,0.0,0.3,.147,1.1,2.2,.522,1.4,3.6
Ken McNeil,6,,,0.2,0.5,.333,0.2,0.5,.333,1.2,,,,,0.2,0.5,
Maurice McNeil,62,47,26.1,3.9,7.9,.497,3.9,7.9,.497,0.0,0.0,,2.7,4.5,.601,2.9,4.6
Rick McNeil,55,,,3.5,8.4,.424,1.5,2.2,.683,3.6,,,,,1.7,8.6,
Rodney McNeil,102,41,21.0,1.6,3.7,.443,2.0,4.7,.419,0.0,0.0,.000,0.7,1.1,.611,,
Sean McNeil,71,37,24.8,3.4,8.2,.414,1.6,3.5,.464,1.8,4.7,.377,1.5,1.7,.837,0.3,1.7
T McNeil,16,0,12.8,1.0,1.9,.533,1.0,1.9,.533,0.0,0.0,,0.5,0.8,.667,,
Tre McNeil,1,0,10.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,0.0,2.0,.000,0.0,1.0
Bob McNeill,81,,,6.6,15.1,.433,4.1,5.0,.819,4.9,6.5,,,,2.3,17.2,
Darius McNeill,89,66,29.4,3.5,8.8,.393,1.8,3.9,.448,1.7,4.9,.349,1.0,1.4,.730,0.3,1.9
Dave McNeill,40,,,0.8,1.7,.493,0.2,0.5,.474,0.8,,,,,0.9,1.9,
Larry McNeill,58,,,6.1,13.0,.473,3.3,4.4,.747,9.6,2.0,,,,3.6,15.5,
Pernell McNeill,51,,,2.1,4.8,.432,0.9,1.8,.527,,,,,,2.3,5.1,
Shandue McNeill,114,80,35.6,3.0,9.9,.301,1.9,6.2,.300,1.1,3.6,.304,2.1,3.1,.698,,
Stan McNeill,32,,,4.4,8.9,.490,1.3,2.1,.606,5.3,0.5,,,,2.3,10.0,
Brad McNeilly,49,,13.2,1.0,2.7,.373,0.9,2.0,.429,0.2,0.7,.222,0.3,0.5,.565,,
Jamie McNeilly,89,85,33.4,3.9,8.9,.437,2.7,6.1,.451,1.1,2.8,.406,1.8,2.5,.738,0.5,2.3
Jim McNeily,54,,,1.1,3.4,.332,0.9,1.5,.602,2.5,,,,,0.8,3.2,
Bob Mcneish,65,14,9.5,0.7,1.4,.500,0.7,1.4,.506,0.0,0.0,.000,0.4,0.8,.551,,
Ron McNeley,23,,,0.8,,,2.0,,,,,,,,,3.6,
Dale McNelly,21,,,3.2,7.5,.430,1.5,2.6,.574,6.2,,,,,2.1,8.0,
Rod McNelly,66,0,,0.2,0.5,.278,,,,,,,0.3,0.5,.500,0.4,0.5
Charles McNerney,21,,,0.6,1.3,.429,0.4,0.5,.727,0.4,,,,,0.8,1.3,
Frank McNerney,20,,,0.4,1.3,.269,1.1,1.5,.700,0.9,,,,,1.9,1.8,
Jim McNerney,103,,,3.1,7.8,.402,1.8,2.5,.704,4.8,0.0,,,,2.1,8.0,
Buddy McNichol,10,,,1.0,2.6,.385,1.0,1.5,.667,1.4,0.7,,,,2.0,3.0,
Jim McNichol,69,,,1.8,3.8,.483,2.1,2.3,.943,4.6,,,,,1.8,5.8,
Tom McNichol,47,,,1.2,3.2,.362,0.7,1.1,.585,1.1,0.9,,,,1.1,3.0,
Phil McNiff,25,,,2.5,,,2.4,3.9,.612,,,,,,2.0,7.4,
Tom McNiff,30,,,0.3,,,0.2,0.3,.556,,,,,,0.6,0.7,
_ McNiff,26,,,2.4,,,2.0,3.5,.576,,,,,,2.0,6.9,
Colin McNish,89,,,1.3,2.8,.474,1.6,3.6,.442,0.0,0.0,,0.9,1.3,.726,3.3,0.4
John McNish,48,,8.8,0.7,2.2,.299,0.5,0.9,.533,2.3,0.3,0.1,0.0,1.1,1.8,1.8,
James McNorton,54,25,24.3,3.2,6.2,.521,,,,,,,1.6,2.4,.662,4.8,1.1
Brendan McNulty,18,0,0.9,0.1,0.4,.125,0.0,0.1,.000,0.1,0.3,.167,0.0,0.0,,0.1,0.0
Carl McNulty,55,,,5.8,16.6,.348,3.1,5.1,.622,,,,,,3.5,14.7,
Duffy McNulty,28,0,2.5,0.2,1.4,.150,0.2,1.0,.185,0.0,0.5,.077,0.0,0.3,.111,,
Jack McNulty,5,,,0.2,0.4,.500,0.8,1.2,.667,1.0,,,,,0.4,1.2,
Jim McNulty,35,,,0.9,2.3,.375,1.0,1.3,.778,2.5,,,,,2.0,2.7,
Larry McNulty,20,,,9.5,19.2,.495,5.0,6.5,.767,12.1,,,,,3.7,24.0,
Alex McNutt,52,,,4.0,9.5,.419,2.4,3.7,.660,5.5,3.8,,,,2.5,10.4,
Jack McNutt,15,,,1.4,,,1.4,1.9,.750,,,,,,2.9,4.2,
Myles McPartland,102,2,23.4,3.1,5.8,.534,,,,,,,2.8,3.7,.736,6.7,1.0
Rod McPeak,3,,,0.3,2.0,.167,0.3,0.7,.500,0.7,,,,,0.7,1.0,
Kevin McPeek,106,26,26.5,3.4,6.7,.511,3.4,6.7,.511,0.0,0.0,.500,2.3,3.2,.720,,
Andre McPhail,10,0,3.3,0.3,0.9,.333,0.3,0.9,.333,0.0,0.0,,0.1,0.3,.333,0.4,0.6
John McPhaul,32,,,0.3,1.0,.344,0.8,1.0,.758,0.3,0.5,0.1,,0.3,0.6,1.5,
Tradarrius McPhearson,49,42,24.9,2.6,6.4,.399,1.8,4.0,.444,0.8,2.4,.325,1.8,2.8,.645,0.6,2.0
Bob McPhee,30,,,2.2,7.4,.291,1.2,1.9,.638,2.0,0.5,,,,1.9,5.6,
Bryce McPhee,77,44,35.0,5.4,10.3,.521,,,,,,,2.6,3.4,.749,5.2,3.2
Frank McPhee,17,,,0.4,2.3,.179,0.6,1.0,.647,,,,,,1.5,1.5,
Jim McPhee,118,83,33.1,6.6,12.2,.539,,,.556,,,.465,3.6,4.2,.854,,
Ricky McPhee,115,50,21.4,2.4,6.3,.378,0.7,1.7,.434,1.6,4.6,.357,0.8,1.0,.759,0.5,1.5
Ron McPhee,48,,,1.9,5.4,.355,1.5,2.6,.569,3.2,,,,,2.4,5.3,
Ed McPheeters,21,,,1.1,2.3,.479,0.6,0.9,.684,2.5,0.1,,,,1.3,2.8,
Adrian McPherson,3,0,1.7,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,0.7,0.7,1.000,0.0,0.0
Brandon McPherson,129,84,24.3,3.1,6.7,.470,1.9,3.7,.521,1.2,3.0,.407,1.7,2.1,.784,0.4,1.7
Craig McPherson,12,12,34.2,5.4,11.0,.492,5.4,10.9,.496,0.0,0.1,.000,3.4,5.6,.612,,
Craig McPherson,21,2,9.4,0.9,2.0,.419,0.9,2.0,.419,0.0,0.0,,0.7,1.1,.609,,
Damian McPherson,36,28,12.1,0.9,1.6,.542,0.9,1.6,.542,0.0,0.0,,0.6,1.6,.390,,
Errol McPherson,109,51,23.9,2.4,6.4,.376,1.1,2.8,.403,1.3,3.6,.354,2.0,2.9,.696,,
Gary McPherson,45,,,0.6,2.8,.234,0.6,0.8,.778,1.8,,,,,1.4,1.9,
Guy McPherson,6,0,1.3,0.2,0.2,1.000,0.2,0.3,.500,0.2,0.0,0.0,0.0,0.0,0.2,0.5,
Herb McPherson,74,,,8.2,17.8,.460,4.1,5.0,.811,8.1,,,,,2.5,20.4,
Jason McPherson,17,1,1.5,0.1,0.3,.200,0.1,0.3,.200,0.0,0.0,,0.2,0.5,.333,0.0,0.1
Lionel McPherson,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,
Nashon McPherson,115,82,21.7,2.8,7.1,.398,1.5,3.3,.464,1.3,3.9,.341,1.6,2.3,.707,,
Paul McPherson,32,23,27.4,4.7,8.8,.530,4.5,8.3,.543,0.2,0.5,.313,1.8,2.8,.629,,
Ralph McPherson,98,28,24.8,4.4,8.2,.530,,,,,,,2.0,3.4,.593,5.8,0.8
Richie McPherson,20,,,2.2,5.6,.387,1.6,2.4,.667,4.7,0.4,,,,2.3,5.7,
Carl McPipe,104,84,27.1,5.3,10.8,.485,2.0,3.0,.656,7.0,0.6,0.8,0.9,2.4,3.4,12.5,
Aidan McQuade,10,0,1.4,0.0,0.1,.000,0.0,0.0,,0.0,0.1,.000,0.0,0.0,,0.0,0.1
Dick McQuade,9,,,0.3,0.8,.429,0.4,0.6,.800,,,,,,0.3,1.1,
Terry McQuade,22,,,0.5,0.9,.500,0.1,0.3,.429,0.7,0.2,,,,0.3,1.0,
_ McQuade,26,,,0.8,,,0.7,1.2,.600,,,,,,0.4,2.3,
David McQuaid,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2.0
Mark McQuaid,93,1,9.8,1.1,2.0,.529,0.5,0.8,.603,2.4,0.7,,,,1.9,2.6,
Matt McQuaid,140,49,22.2,2.1,5.2,.400,0.7,1.6,.413,1.4,3.5,.394,0.8,1.0,.789,0.6,1.4
Rob McQuaid,45,,,2.0,4.1,.489,,,,,,,0.3,0.4,.765,0.5,1.3
Scott McQuarrie,10,0,3.6,0.3,0.9,.333,0.3,0.7,.429,0.0,0.2,.000,0.4,0.9,.444,,
Dontrell McQuarter,29,26,27.1,3.2,7.9,.409,3.1,7.3,.425,0.1,0.6,.222,1.3,1.9,.709,1.7,3.2
Dameon McQuarters,77,,,2.5,5.3,.477,2.5,5.3,.478,0.0,0.0,.000,2.0,2.7,.729,,
R.W. McQuarters,32,2,9.1,0.8,1.8,.458,0.8,1.6,.480,0.1,0.3,.333,0.3,0.6,.474,,
Gary McQuay,94,7,15.9,1.8,3.9,.456,1.7,3.6,.472,0.1,0.3,.281,0.8,1.4,.578,,
Greg McQuay,67,54,26.2,3.7,6.7,.549,3.7,6.7,.553,0.0,0.0,.000,2.0,3.9,.519,,
Roger McQueary,47,,,1.4,4.7,.306,2.3,3.2,.733,2.6,,,,,2.6,5.2,
Anwar McQueen,105,31,18.6,1.5,3.9,.389,0.8,1.8,.465,0.7,2.1,.326,0.6,1.0,.563,,
Asim McQueen,122,55,18.8,1.8,4.2,.432,1.8,4.0,.435,0.1,0.2,.350,1.2,1.8,.688,1.4,2.0
Cameron McQueen,4,0,2.3,0.3,0.8,.333,0.3,0.8,.333,0.0,0.0,,0.0,0.0,,0.5,0.5
Cozell McQueen,134,66,27.0,2.1,4.1,.506,,,,,,,1.2,2.0,.609,6.0,0.8
Derrick McQueen,111,105,30.7,3.0,6.7,.443,2.1,4.2,.488,0.9,2.4,.365,1.4,1.9,.728,,
Desi McQueen,29,,,4.3,9.4,.453,4.3,9.3,.458,0.0,0.1,.000,2.7,3.6,.757,,
J.J. McQueen,13,,,0.2,0.3,.750,0.2,0.2,1.000,0.1,0.2,.500,0.1,0.3,.250,,
Kamaal McQueen,102,37,24.2,4.2,7.6,.557,4.2,7.6,.557,0.0,0.0,,1.9,3.0,.637,,
Khari Mcqueen,101,37,11.9,1.5,3.3,.449,1.5,3.3,.449,0.0,0.0,,1.0,2.2,.479,1.0,1.4
Van McQueen,20,,,0.3,1.1,.273,0.4,0.9,.389,0.8,,,,,0.2,1.0,
Vincent McQueen,99,13,12.1,1.3,2.3,.546,,,,,,,0.8,1.2,.711,3.0,0.3
_ McQueen,21,,,0.7,,,0.0,,,,,,,,,1.4,
Billy McQueeney,14,0,1.4,0.1,0.4,.200,0.0,0.0,,0.1,0.4,.200,0.0,0.0,,,
Henry McQueeney,51,,,3.0,8.0,.369,3.3,4.6,.721,4.1,0.4,,,,2.0,9.2,
Greg McQuery,17,0,2.8,0.2,0.5,.333,,,.333,,,.333,0.0,0.0,,,
Ralph McQuery,32,,,0.4,1.2,.308,0.8,1.2,.667,0.8,,,,,0.6,1.6,
B McQuilken,2,0,1.5,0.5,0.5,1.000,0.5,0.5,1.000,0.0,0.0,,0.0,0.0,,,
Scott McQuilken,16,1,2.8,0.4,0.9,.500,0.4,0.9,.500,0.0,0.0,,0.3,0.3,1.000,,
Jimmy McQuilkin,4,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
Tim Mcquiston,14,,3.1,0.2,1.0,.214,,,,,,,0.0,0.2,.000,0.8,0.1
Will McQuitter,2,0,3.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,0.5,1.0,.500,0.0,1.0
Darrell McQuitty,57,,,2.2,6.5,.341,0.8,1.4,.550,4.5,,,,,3.4,5.2,
Aubrey McRae,22,0,3.4,0.6,1.9,.310,0.3,0.7,.467,0.3,1.2,.222,0.1,0.2,.400,0.2,0.2
Callum McRae,77,53,22.6,3.6,6.7,.540,3.6,6.6,.544,0.0,0.1,.000,1.4,2.1,.663,1.6,4.3
Chris McRae,23,0,12.5,1.3,3.4,.380,1.1,2.8,.400,0.2,0.6,.286,0.9,1.6,.541,0.9,1.9
Conrad McRae,104,30,22.4,2.7,5.0,.548,2.7,4.9,.552,0.0,0.1,.167,2.0,3.4,.598,,
Frank McRae,17,,,0.7,2.8,.250,1.1,1.9,.576,3.2,,,,,1.5,2.5,
Fred McRae,18,,,0.9,2.0,.472,0.3,0.4,.625,2.2,0.3,,,,0.1,2.2,
James McRae,2,0,1.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,1.0,2.0,.500,0.5,0.0
Jerrold McRae,114,42,16.3,1.3,3.5,.363,1.1,2.8,.385,0.2,0.7,.277,0.8,1.3,.586,1.1,1.7
Jordan McRae,114,74,27.1,4.4,10.4,.417,2.8,5.9,.475,1.6,4.6,.343,3.1,4.0,.769,0.7,2.6
Jordan McRae,28,1,3.2,0.4,0.8,.478,0.4,0.8,.478,0.0,0.0,,0.0,0.0,1.000,0.1,0.3
Leon McRae,23,,,1.2,2.4,.500,0.5,0.8,.667,1.0,0.2,,,,0.7,3.0,
Montell McRae,72,41,14.3,1.6,3.1,.513,1.1,1.4,.731,0.6,1.7,.328,0.6,0.9,.603,1.1,1.9
Paul McRae,68,28,10.4,0.8,1.9,.452,0.8,1.8,.456,0.0,0.0,.000,0.6,1.0,.551,,
Rashano McRae,23,2,7.6,0.3,0.8,.316,0.3,0.8,.316,0.0,0.0,,0.4,1.0,.391,0.6,0.7
Robert McRae III,2,0,7.5,2.0,3.5,.571,1.0,1.5,.667,1.0,2.0,.500,0.0,0.0,,0.0,1.5
Scotty McRae,57,15,17.6,1.7,4.8,.348,1.5,3.9,.372,0.2,0.9,.240,1.9,2.5,.736,1.5,2.5
Travis McRae,65,17,,1.0,2.0,.477,1.0,2.0,.477,0.0,0.0,,0.8,1.1,.718,,
Winford Mcrae,56,50,30.0,2.2,5.5,.395,1.5,3.6,.424,0.6,1.9,.340,3.7,5.1,.718,,
Mike McRaney,38,,,0.5,1.4,.352,0.2,0.3,.545,0.7,,,,,0.7,1.2,
Frank McRen,15,,,0.3,1.3,.263,0.7,1.4,.476,0.8,,,,,0.7,1.3,
Aaron Mcreynolds,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
Demetrius McReynolds,56,47,27.3,4.8,10.5,.453,2.8,5.3,.537,1.9,5.2,.369,2.0,2.5,.819,1.5,3.5
Harold McReynolds,95,,,1.4,3.1,.445,,,,,,,0.4,1.0,.436,1.8,0.7
Rod McReynolds,14,0,2.6,0.3,0.9,.333,0.2,0.5,.429,0.1,0.4,.200,0.1,0.1,1.000,0.0,0.1
Josh McRoberts,69,63,29.7,4.0,7.5,.540,3.9,7.0,.559,0.1,0.5,.278,2.5,3.8,.664,1.9,4.6
Paul McRoberts,13,0,17.5,2.4,4.3,.554,1.7,2.5,.688,0.7,1.8,.375,0.5,1.0,.462,1.0,1.2
Tim McRoberts,104,56,35.6,4.6,9.5,.479,,,,,,,2.5,3.7,.674,4.0,3.0
Zach McRoberts,112,28,16.6,0.8,1.8,.426,0.5,1.1,.488,0.2,0.7,.333,0.3,0.5,.638,0.8,2.0
Charles McRoy,127,51,17.7,1.8,4.4,.409,1.4,3.0,.475,0.4,1.5,.277,1.1,1.6,.695,1.0,1.8
Curtis McRoy,44,7,5.7,0.1,0.5,.200,0.0,0.0,.000,0.1,0.4,.222,0.0,0.0,,0.0,0.5
Elwyn McRoy,52,14,17.3,1.0,2.8,.350,0.4,1.1,.393,0.5,1.7,.322,0.7,0.8,.833,,
Bill McShane,96,,13.7,1.3,2.5,.510,,,,,,,0.9,1.5,.608,2.3,1.1
Kevin McShane,101,10,8.6,0.5,0.9,.552,0.5,0.8,.632,0.0,0.1,.000,0.1,0.3,.441,0.6,0.8
Mike Mcshane,64,24,9.0,0.9,2.3,.392,0.5,1.2,.432,0.4,1.2,.351,1.0,1.5,.649,,
Paul McShane,46,,,2.2,4.8,.459,1.6,2.1,.763,1.9,,,,,2.3,6.0,
Chris Mcshea,10,0,,0.0,0.7,.000,0.1,1.0,.100,0.3,0.1,,,0.2,0.3,0.1,
Jack McShea,36,,9.5,1.1,2.8,.382,0.5,0.7,.692,0.6,,,,,0.6,2.7,
Kevin Mcskimming,2,0,,0.0,0.5,.000,0.0,0.5,.000,0.5,0.5,,,,0.0,0.0,
Chance McSpadden,55,10,15.2,1.7,4.1,.415,1.3,2.6,.496,0.4,1.5,.277,1.1,1.5,.756,0.5,1.6
Freddie McSwain,62,9,11.4,1.2,2.6,.484,1.2,2.5,.497,0.0,0.1,.000,1.0,1.6,.588,1.5,2.0
Freddie McSwain,66,63,31.1,5.7,13.0,.438,5.3,11.7,.455,0.4,1.3,.292,4.6,6.3,.737,,
Larry Mcswain,48,46,,2.4,5.2,.458,1.7,3.3,.503,0.7,1.9,.380,0.9,1.2,.776,1.1,2.6
Mal McSwain,54,,,1.1,3.3,.317,0.7,1.2,.569,1.9,,,,,1.8,2.8,
Mark McSwain,127,30,17.5,2.3,4.1,.563,,,.594,,,.000,1.5,2.2,.700,,
Warren McSwain,3,,,0.3,1.3,.250,0.7,0.7,1.000,1.3,0.3,,,,1.0,1.3,
Mike McSween,11,,,0.2,0.7,.250,0.1,0.3,.333,0.3,0.0,,,,,0.5,
Brian McSweeney,112,0,8.7,1.5,3.5,.435,,,.470,,,.000,0.9,1.4,.646,,
Bryan McSweeney,55,,,2.4,5.0,.469,1.8,2.6,.669,4.4,,,,,2.2,6.5,
Cilk McSweeney,60,7,11.9,1.2,3.4,.361,0.5,1.4,.333,0.8,2.0,.381,0.4,0.6,.658,0.4,1.4
Josh McSwiggan,64,56,30.5,3.4,8.5,.397,1.6,3.7,.418,1.8,4.8,.380,1.5,1.8,.819,0.7,3.1
Damien Mcswine,111,27,25.2,2.1,5.6,.380,1.6,3.7,.429,0.5,1.9,.288,1.9,2.6,.737,,
Ivier McSwine,27,,,2.1,4.9,.443,2.1,4.8,.446,0.0,0.0,.000,0.7,1.1,.667,,
Ivier McSwine,21,,,1.6,3.9,.402,,,,,,,0.9,1.4,.621,2.6,0.1
Jordie Mctavish,94,27,9.8,2.0,4.9,.396,0.8,1.9,.403,1.2,3.0,.391,1.2,1.6,.789,,
Ryan McTavish,59,23,19.8,1.5,3.7,.409,1.1,2.1,.516,0.4,1.6,.266,0.5,0.7,.800,0.5,2.0
Brian McTear,35,14,14.2,1.2,3.3,.377,1.1,2.8,.392,0.1,0.5,.294,0.5,0.8,.621,0.1,0.6
Brandon McThay,80,29,21.7,2.5,6.0,.411,1.4,3.1,.443,1.1,3.0,.377,2.3,2.9,.786,0.5,1.4
Tom McTighe,7,,,0.3,0.4,.667,,,,,,,0.0,0.1,.000,0.3,0.0
Thomas Mctyer,102,60,17.6,1.4,3.4,.421,0.6,1.6,.389,0.8,1.8,.451,1.4,1.8,.759,,
Tywain McTyer,48,13,15.2,1.1,3.1,.360,0.9,2.4,.391,0.2,0.7,.257,1.3,1.9,.656,0.4,1.2
James McVay,8,,,0.6,1.6,.385,0.6,1.6,.385,0.0,0.0,,0.1,0.3,.500,,
Jamie McVay,103,18,14.3,1.4,3.7,.392,0.8,2.1,.404,0.6,1.6,.376,0.3,0.5,.735,,
_ McVay,6,,,0.7,2.5,.267,1.3,2.5,.533,2.8,,,,,3.0,2.7,
_ McVay,7,,,0.4,1.1,.375,0.0,0.6,.000,0.3,0.3,,,,0.9,0.9,
