name,G,GS,MP,FG,FGA,FG%,P2,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB
Dee Maynard,47,,,1.4,3.0,.489,1.0,1.5,.671,3.6,,,,,1.5,3.9,
Drew Maynard,73,27,16.5,2.1,4.6,.463,1.4,2.3,.599,0.8,2.3,.329,0.6,1.1,.506,0.8,1.8
Dwayne Maynard,19,,,0.6,1.4,.423,0.6,0.9,.706,1.1,1.8,0.4,0.0,1.0,1.8,1.8,
Mason Maynard,49,7,9.2,1.1,2.6,.425,1.1,2.6,.429,0.0,0.0,.000,0.4,0.7,.606,0.5,1.1
Stan Maynard,1,0,12.0,1.0,7.0,.143,0.0,2.0,.000,1.0,5.0,.200,3.0,6.0,.500,,
Cliff Mayne,25,,,0.2,0.5,.308,0.3,0.7,.471,0.6,,,,,0.7,0.6,
Eric Maynor,130,104,30.7,5.0,11.2,.449,3.9,8.3,.477,1.1,3.0,.370,3.9,4.9,.791,0.5,2.9
George Maynor,54,52,33.6,6.6,12.5,.525,1.8,2.7,.673,4.0,,,,,,14.9,
Javonte Maynor,125,87,26.6,2.7,7.2,.379,0.6,1.5,.391,2.2,5.8,.376,0.9,1.3,.663,0.5,1.0
John Maynor,38,0,9.3,1.7,3.2,.529,,,,,,,1.2,1.8,.667,1.6,0.0
Mark Maynor,28,0,12.3,1.1,2.4,.456,,,.400,,,1.000,1.0,1.7,.574,2.3,0.4
Anthony Mayo,98,15,10.9,0.8,2.1,.371,0.8,2.1,.371,0.0,0.0,,0.5,0.7,.697,0.6,1.5
Bill Mayo,24,,,1.4,4.1,.333,0.8,1.0,.720,0.7,,,,,1.7,3.5,
Darrin Mayo,108,39,24.9,6.2,12.6,.488,5.6,11.1,.505,0.5,1.5,.362,2.3,3.3,.693,,
Derrick Mayo,74,49,26.9,1.2,3.1,.371,0.7,1.4,.486,0.5,1.7,.272,1.0,1.4,.740,0.6,2.7
Devin Mayo,26,1,1.8,0.2,0.6,.333,0.1,0.2,.500,0.1,0.3,.222,0.2,0.2,.667,0.0,0.2
Jamie Mayo,82,,,2.9,7.5,.384,1.6,2.2,.709,1.4,5.0,2.0,0.1,,1.3,7.4,
Josh Mayo,121,111,31.7,4.4,10.4,.419,2.2,5.0,.429,2.2,5.4,.409,3.3,3.9,.854,0.5,1.9
L Mayo,,,,,,,,,,,,,,,,,
Larry Mayo,57,,19.0,2.2,5.6,.383,1.5,3.7,.411,0.6,2.0,.330,2.2,2.6,.826,,
Michael Mayo,7,2,13.1,1.7,5.1,.333,0.4,1.3,.333,1.3,3.9,.333,0.4,0.6,.750,0.1,0.4
Nick Mayo,124,123,33.5,6.7,13.0,.514,5.6,10.2,.549,1.1,2.8,.387,4.2,5.1,.824,1.7,5.0
O.J. Mayo,33,32,36.8,7.2,16.2,.442,4.5,9.7,.464,2.7,6.5,.409,3.7,4.6,.803,1.1,3.5
Phil Mayo,52,11,11.0,3.1,5.4,.582,1.0,1.8,.593,5.3,0.2,,,,2.7,7.3,
Reggie Mayo,31,2,14.0,1.3,3.1,.412,1.0,2.4,.438,0.3,0.8,.333,1.1,1.6,.660,,
Todd Mayo,88,2,20.2,2.6,6.2,.425,1.8,3.6,.502,0.8,2.6,.319,2.3,2.9,.793,0.5,1.8
Torrey Mayo,32,6,14.8,0.6,1.8,.328,0.4,1.2,.359,0.2,0.6,.263,0.5,1.0,.531,0.2,1.0
Travon Mayo,2,0,3.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,0.0,0.0,,0.0,0.0
Xavier Mayo,28,0,8.1,0.6,0.9,.615,0.6,0.9,.615,0.0,0.0,,0.6,0.8,.762,1.0,0.8
Zeke Mayo,18,4,23.9,3.4,6.6,.513,1.9,3.0,.630,1.5,3.6,.415,1.2,1.2,1.000,0.5,2.7
Ron Mayor,12,,,0.9,2.1,.440,0.3,0.8,.333,0.6,,,,,0.8,2.1,
Arnold Mayorga,115,2,11.3,0.8,2.3,.360,0.4,0.8,.479,0.4,1.5,.292,0.5,0.7,.713,0.7,1.1
Duol Mayot,43,0,5.6,0.4,1.0,.432,0.4,1.0,.432,0.0,0.0,,0.3,0.6,.480,0.5,0.7
Tim Maypray,4,0,1.5,0.3,1.0,.250,0.3,0.3,1.000,0.0,0.8,.000,0.0,0.0,,0.0,0.0
Rolf Mayr,12,1,4.5,0.5,1.2,.429,0.5,1.2,.429,0.0,0.0,,0.2,0.3,.500,,
Bill Mayrose,27,,,1.3,,,0.8,1.4,.538,,,,,,3.5,3.3,
Archie Mays,53,,,1.9,4.7,.406,0.3,0.8,.400,2.4,1.2,,,,1.5,4.1,
Brad Mays,83,0,16.9,2.0,5.0,.410,1.2,2.8,.428,1.1,2.8,.385,1.0,1.4,.711,,
DeAndre Mays,60,59,31.6,4.2,11.4,.366,3.0,8.0,.371,1.2,3.4,.353,2.9,4.1,.709,1.1,2.7
Donald Mays,72,39,23.8,2.3,4.1,.554,,,,,,,1.8,2.8,.647,4.5,0.6
Donnie Mays,36,,8.9,0.7,1.3,.578,,,,,,,0.4,0.6,.636,1.1,0.2
Donnie Mays,26,0,4.7,0.3,1.0,.360,,,,,,,0.4,0.9,.417,1.6,0.3
Earner Mays,8,,,1.5,3.6,.414,0.8,1.1,.667,3.4,0.3,,,,1.6,3.8,
Elijah Mays,29,18,22.5,2.1,6.0,.358,1.6,3.8,.409,0.6,2.2,.270,1.0,1.5,.698,0.5,1.7
Glen Mays,28,,,2.2,5.3,.419,,,,,,,1.6,2.9,.543,3.4,
Greg Mays,122,82,21.4,3.2,6.0,.527,3.0,5.5,.551,0.1,0.5,.270,1.6,2.5,.643,1.2,3.1
James Mays,108,81,23.9,3.6,7.4,.483,3.5,7.0,.501,0.1,0.5,.216,1.9,3.5,.524,2.6,3.1
James Mays,3,,,0.0,0.0,,0.3,0.7,.500,,0.0,0.0,0.0,,0.0,0.3,
Julius Mays,121,62,25.5,2.5,6.3,.391,1.2,3.1,.403,1.2,3.2,.379,2.1,2.5,.843,0.4,1.7
Keddric Mays,65,59,30.3,4.1,10.1,.407,0.9,2.0,.435,3.2,8.0,.400,1.3,1.7,.761,0.6,1.6
Kelvin Mays,28,,,2.9,6.9,.420,,,,,,,3.3,4.7,.705,2.5,3.7
Kevin Mays,84,82,27.5,4.4,9.2,.477,4.3,8.8,.486,0.1,0.4,.273,2.7,3.9,.683,3.2,4.5
Michael Mays,22,0,2.5,0.2,0.4,.444,0.1,0.3,.500,0.0,0.1,.333,0.0,0.2,.250,0.1,0.1
Michael Mays,46,26,24.0,2.7,7.5,.367,2.1,5.4,.385,0.7,2.1,.323,2.0,2.8,.715,,
P.J. Mays,25,0,11.0,1.1,3.9,.289,0.4,1.4,.294,0.7,2.5,.286,0.4,0.7,.647,,
Robert Mays,25,,,2.1,6.0,.351,0.9,2.2,.418,1.2,3.8,.313,0.9,1.2,.710,,
Skylar Mays,130,121,30.5,4.0,9.0,.445,2.7,5.1,.520,1.3,3.9,.345,3.1,3.7,.845,0.5,3.1
Spencer Mays,2,0,1.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,0.0,0.0,,0.0,0.0
Stan Mays,15,0,3.3,0.5,1.1,.471,0.1,0.1,1.000,0.4,1.0,.400,0.4,0.5,.750,0.1,0.1
Travis Mays,124,26,35.0,6.1,13.8,.442,4.1,8.5,.488,2.0,5.4,.370,4.2,5.6,.746,,
Tye Mays,55,21,20.0,1.5,3.7,.423,1.1,2.2,.475,0.5,1.4,.342,1.4,2.1,.678,,
Tyrone Mays,29,15,23.6,1.4,4.3,.328,1.1,3.4,.323,0.3,0.9,.346,1.0,1.8,.577,,
Wendell Mays,55,28,32.0,5.8,11.1,.526,1.5,2.0,.739,7.8,0.8,0.6,1.5,1.0,2.9,13.1,
_ Mays,8,,,0.0,0.1,.000,0.1,0.4,.333,0.4,,,,,0.5,0.1,
_ Mays,,,,,,,,,,,,,,,,,
Alex Mayse,53,24,15.4,1.8,3.1,.576,1.8,3.1,.576,0.0,0.0,,0.8,1.7,.455,,
Chris Mayshack,29,0,3.5,0.3,1.2,.278,0.1,0.5,.267,0.2,0.7,.286,0.1,0.3,.444,0.1,0.2
Onnie Mayshak,52,36,,1.4,2.9,.467,1.4,2.9,.467,0.0,0.0,,0.6,1.6,.398,1.0,2.0
Bob Mayton,15,,,0.4,1.3,.316,0.6,0.7,.818,0.4,,,,,0.5,1.4,
Mike Mayurnik,57,,,1.9,4.3,.447,0.7,1.0,.737,3.4,,,,,1.8,4.6,
Paul Mayurnik,39,,,1.2,2.4,.505,0.8,1.2,.667,2.8,,,,,1.5,3.3,
Irv Mazal,2,,,0.0,1.0,.000,0.0,0.5,.000,,,,,,0.0,0.0,
Chad Mazanowski,74,13,7.7,0.6,1.2,.471,0.6,1.2,.477,0.0,0.0,.000,0.4,0.7,.545,,
David Mazanowski,16,0,1.1,0.0,0.2,.000,0.0,0.1,.000,0.0,0.1,.000,0.0,0.1,.000,0.0,0.1
Bobby Maze,93,69,23.5,3.0,7.0,.420,2.3,4.8,.485,0.6,2.2,.280,1.5,2.0,.762,0.6,1.7
J.C. Maze,31,,,6.0,12.8,.470,3.7,5.7,.659,,,,,,3.2,15.7,
Alex Mazeika,55,,26.8,5.5,10.8,.508,2.1,2.7,.782,5.2,1.0,,,,3.1,13.1,
Alex Mazeika,23,,,1.6,2.9,.545,0.4,0.7,.625,2.3,0.1,,,,1.3,3.6,
Joe Mazelin,51,,,3.1,7.1,.430,1.7,2.9,.574,3.3,,,,,2.2,7.8,
Mike Mazerall,30,,,2.9,6.9,.418,0.9,1.1,.818,3.6,,,,,0.8,6.7,
Luka Maziashvili,15,0,7.0,0.1,1.1,.059,0.1,0.8,.083,0.0,0.3,.000,0.0,0.3,.000,0.3,0.4
Paul Mazigan,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,
Mc Mazique,109,36,15.4,1.7,3.6,.486,1.7,3.4,.491,0.0,0.1,.357,0.9,1.3,.637,,
Marc Mazur,99,81,19.0,1.5,2.7,.549,1.5,2.7,.549,0.0,0.0,,0.8,1.5,.551,1.9,2.3
Bill Mazurie,48,21,21.3,2.9,7.0,.418,2.0,4.1,.495,0.9,2.9,.307,2.9,3.7,.790,,
George Mazyck,4,1,7.5,0.8,2.3,.333,0.8,2.3,.333,0.0,0.0,,0.5,1.0,.500,,
James Mazyck,104,59,28.8,4.2,9.4,.451,3.6,7.5,.481,0.6,1.8,.326,3.7,5.2,.713,,
Steven Mazyck,119,,,3.6,8.4,.428,3.5,7.9,.436,0.6,1.6,.396,1.3,2.0,.671,,
David Mazza,3,0,2.7,0.3,1.0,.333,0.0,0.0,,0.3,1.0,.333,0.0,0.0,,0.0,0.0
Johnny Mazza,15,0,1.5,0.2,0.3,.600,0.1,0.1,1.000,0.1,0.3,.500,0.1,0.1,.500,0.0,0.3
Patrick Mazza,4,0,1.0,0.3,0.5,.500,0.3,0.5,.500,0.0,0.0,,0.0,0.0,,0.0,0.3
Ray Mazza,23,,,0.3,1.3,.267,1.0,1.7,.615,1.1,,,,,0.9,1.7,
Vinny Mazza,9,9,,0.2,0.6,.400,0.1,0.1,1.000,0.1,0.4,.250,0.0,0.0,,,
Matthew Mazzara,11,1,1.6,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,0.0,0.0,,0.0,0.2
Joe Mazzella,66,,,3.9,10.4,.373,2.5,3.9,.637,4.8,,,,,2.1,10.4,
Bob Mazzera,3,,,0.7,1.0,.667,0.0,0.3,.000,0.0,0.0,,,,0.3,1.3,
Michael Mazzio,34,0,1.6,0.1,0.5,.250,0.1,0.2,.375,0.0,0.2,.125,0.2,0.4,.615,,
John Mazziotta,42,,,3.1,8.7,.360,1.0,1.8,.539,,,,,,3.0,7.3,
Joe Mazzulla,145,25,18.3,1.4,3.4,.430,1.3,2.7,.462,0.2,0.6,.293,1.8,2.7,.651,0.4,2.0
Justin Mazzulla,99,66,25.1,2.3,5.3,.437,1.8,3.7,.493,0.5,1.5,.301,1.3,1.9,.670,0.9,2.4
Victor Mbachu,12,1,3.0,0.2,0.6,.286,0.2,0.5,.333,0.0,0.1,.000,0.6,0.8,.700,0.0,0.2
Cheikh Mbacke Diong,129,90,21.9,2.6,4.4,.578,2.6,4.3,.590,0.0,0.1,.077,1.3,2.1,.600,2.3,3.8
Luc Richard Mbah a Moute,107,106,29.5,3.4,6.8,.503,3.2,6.0,.545,0.2,0.9,.215,1.7,2.5,.668,2.6,4.7
Olivier Mbaigoto,62,37,19.8,2.6,6.3,.408,2.0,4.3,.464,0.6,2.0,.288,1.3,1.9,.698,1.7,2.6
Trevor Mbakwe,83,55,25.4,3.7,6.5,.569,3.7,6.5,.570,0.0,0.0,.000,3.3,5.2,.629,3.0,5.5
Yves Mekongo Mbala,109,103,29.2,3.0,6.9,.433,2.3,4.9,.473,0.7,2.0,.332,2.7,3.9,.690,1.9,3.9
Josh Mballa,83,50,22.3,3.8,7.2,.526,3.7,6.7,.541,0.1,0.5,.308,2.8,4.5,.621,3.2,4.6
Bryant Mbamalu,113,89,26.1,3.4,7.8,.438,2.5,5.1,.487,0.9,2.6,.343,1.8,2.5,.717,1.3,2.3
Joe Mbang,64,3,18.2,2.5,6.2,.414,1.5,3.1,.480,1.1,3.1,.347,1.2,1.8,.693,1.5,2.7
Okechukwu Mbanugo,62,1,7.5,0.4,1.0,.458,0.4,1.0,.458,0.0,0.0,,0.4,0.7,.581,0.6,1.1
Youssoupha Mbao,78,2,6.3,0.1,0.4,.321,0.1,0.4,.321,0.0,0.0,,0.2,0.4,.429,0.5,1.0
Blaise Mbargorba,70,9,11.9,1.4,2.5,.557,1.4,2.5,.557,0.0,0.0,,0.5,0.8,.655,0.7,1.4
Moussa Mbaye,103,36,13.9,1.0,2.4,.426,1.0,2.4,.437,0.0,0.1,.000,0.5,0.8,.619,0.9,2.4
Anaclet Mulumba Mbayi,20,5,15.4,0.6,1.5,.379,0.5,1.2,.417,0.1,0.3,.200,0.6,0.9,.611,0.8,2.1
Bez Mbeng,11,1,8.5,0.5,1.5,.313,0.5,1.1,.417,0.0,0.4,.000,0.5,0.5,1.000,0.3,0.5
Lamine Mbodj,16,0,4.0,0.3,0.9,.267,0.3,0.9,.267,0.0,0.0,,0.2,0.3,.750,0.4,0.9
Amadou Mbodji,103,70,19.0,2.2,4.1,.534,2.2,4.0,.540,0.0,0.1,.250,0.9,1.4,.615,2.0,3.1
Cheikh Mbodji,62,33,15.9,1.3,2.9,.439,1.3,2.9,.441,0.0,0.0,.333,1.0,1.6,.629,1.6,1.9
Bobby Mbom,111,38,15.3,2.0,3.8,.514,2.0,3.8,.514,0.0,0.0,,0.9,1.9,.479,1.4,2.1
Dozie Mbonu,116,115,32.0,5.5,10.3,.538,5.5,10.3,.539,0.0,0.0,.000,4.4,6.4,.681,,
Serigne Mboup,48,0,6.3,0.4,1.0,.413,0.4,1.0,.413,0.0,0.0,,0.6,1.1,.596,0.6,0.6
George Mboya,66,6,13.3,1.0,2.2,.438,1.0,2.2,.444,0.0,0.0,.000,0.3,0.9,.316,,
Gordon Mboya,109,24,24.2,3.0,7.3,.410,1.6,3.4,.468,1.4,3.9,.360,2.1,2.7,.788,,
Tony Mboya,45,3,,0.9,2.8,.331,0.6,1.6,.389,0.3,1.2,.250,1.0,1.4,.688,,
Divaldo Mbunga,61,60,27.4,4.3,7.8,.549,4.2,7.7,.550,0.0,0.0,.333,2.7,3.8,.697,2.9,3.5
Isaac Mbuyamba,64,48,20.1,1.1,2.3,.469,1.1,2.3,.472,0.0,0.0,.000,0.9,2.0,.433,2.1,2.5
Shema Mbyirukira,52,52,20.5,3.5,5.9,.586,3.5,5.9,.588,0.0,0.0,.000,2.0,3.3,.620,,
Doug McAdam,10,,,0.4,1.3,.308,0.2,0.3,.667,0.3,,,,,0.5,1.0,
Micah McAdams,23,,,0.9,2.4,.357,0.8,2.0,.383,0.1,0.4,.222,0.5,0.8,.632,,
Paul McAdams,71,,,3.2,5.8,.553,1.1,0.9,1.194,4.2,,,,,1.6,7.5,
Ray McAdams,21,1,6.9,0.4,0.6,.615,,,,,,,0.4,1.1,.333,0.9,0.0
Reggie McAdams,131,60,19.2,2.4,5.6,.427,0.5,1.0,.528,1.9,4.7,.407,0.8,1.1,.712,0.8,1.6
Bob McAdoo Jr,31,,,7.8,15.2,.516,3.8,5.4,.707,10.1,2.3,,,,2.7,19.5,
James Michael McAdoo,108,73,25.0,4.3,9.7,.447,4.3,9.6,.451,0.0,0.1,.000,2.8,4.9,.569,2.1,3.8
Joe McAdoo,53,17,14.7,1.9,4.1,.456,,,,,,,0.8,1.3,.642,3.8,0.5
Kevin McAdoo,113,47,30.2,2.5,5.1,.484,,,,,,,2.5,3.2,.778,2.6,5.4
Kevin McAdoo,89,37,19.4,2.3,5.9,.397,1.3,2.8,.486,1.0,3.1,.316,0.9,1.2,.748,0.3,1.0
Ronnie McAdoo,118,30,34.5,6.1,12.6,.485,,,,,,,2.8,3.9,.708,8.1,1.1
Ryan McAdoo,35,0,1.8,0.0,0.4,.067,0.0,0.3,.091,0.0,0.1,.000,0.1,0.2,.500,0.0,0.1
Antwan Mcafee,60,3,10.3,1.8,5.4,.343,1.1,2.6,.422,0.8,2.8,.269,0.5,0.8,.633,,
Cedrick McAfee,3,0,6.3,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,0.3,0.0
Charles McAfee,4,,,0.3,1.5,.167,0.3,0.8,.333,0.0,,,,,0.5,0.8,
David McAfee,8,0,3.1,0.1,0.3,.500,0.1,0.3,.500,0.0,0.0,,0.0,0.3,.000,,
Emmett McAfee,,,,,,,,,,,,,,,,,
Maurice Mcafee,126,62,24.5,2.8,7.1,.396,1.4,3.0,.457,1.4,4.1,.351,2.0,2.6,.773,,
Raymoan McAfee,49,2,5.8,0.4,1.0,.404,0.4,0.9,.413,0.0,0.0,.000,0.1,0.3,.353,0.3,0.5
_ McAfee,,,,,,,,,,,,,,,,,
Matt Mcaffee,15,,,0.4,0.8,.500,0.4,0.8,.500,0.0,0.0,,0.1,0.3,.250,,
Stan McAfoos,76,,,3.5,12.7,.276,2.5,3.6,.701,4.1,,,,,1.8,9.5,
Ray McAlarnan,40,,,0.2,0.9,.243,0.4,0.7,.556,0.3,,,,,0.4,0.8,
Kyle McAlarney,110,91,31.9,4.1,9.4,.431,1.4,3.2,.426,2.7,6.2,.434,1.5,1.7,.860,0.3,1.9
Jim Mcalear,9,,,0.2,1.2,.182,0.6,1.1,.500,1.8,,,,,1.6,1.0,
Brian McAleenan,2,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,
Carvell McAlister,56,41,24.3,2.7,5.9,.452,2.7,5.8,.459,0.0,0.1,.000,2.1,2.6,.814,1.3,2.4
Curt McAlister,7,,2.0,0.0,0.6,.000,,,,,,,0.1,0.3,.500,0.3,0.1
Eric McAlister,124,60,15.1,1.6,3.2,.503,1.5,2.8,.533,0.1,0.4,.286,0.7,1.0,.714,1.0,1.7
Gilbert McAlister,,,,,,,,,.857,,,,,,,,
Ken McAlister,116,,24.9,3.5,7.8,.455,,,,,,,1.5,2.3,.644,3.2,2.6
Mack McAlister,30,,,0.8,2.4,.338,0.3,0.5,.643,0.4,,,,,0.8,1.9,
Robert McAlister,20,0,3.9,0.5,0.8,.625,0.5,0.8,.625,0.0,0.0,,0.3,0.6,.417,,
Jon McAllian,47,1,7.7,0.4,1.8,.253,0.1,0.5,.292,0.3,1.3,.237,0.2,0.2,1.000,0.1,0.7
Alfred McAllister,30,11,18.8,2.3,6.7,.347,2.1,5.3,.388,0.3,1.4,.190,2.2,3.0,.725,,
Bryant McAllister,115,105,29.9,4.5,10.6,.423,3.4,7.5,.456,1.1,3.1,.345,3.4,4.4,.771,0.8,2.5
Charlie McAllister,28,,,2.0,3.2,.618,1.9,3.5,.536,5.0,,,,,2.0,5.8,
Jarren McAllister,16,0,7.0,1.0,1.9,.516,0.9,1.5,.583,0.1,0.4,.286,0.6,0.8,.692,0.9,0.4
Marius McAllister,44,7,5.7,0.4,0.8,.500,0.4,0.8,.529,0.0,0.0,.000,0.2,0.3,.600,0.4,0.8
Todd McAllister,11,,,0.5,1.2,.462,0.5,1.2,.462,0.0,0.0,,0.3,0.6,.429,,
Will McAllister,32,1,17.1,2.9,7.1,.405,2.2,5.1,.421,0.7,2.0,.365,3.3,4.6,.721,,
Jason McAlpin,20,1,3.6,0.3,0.9,.278,0.2,0.5,.333,0.1,0.5,.222,0.0,0.1,.000,0.2,0.5
Aubrey Mcalpine,1,0,3.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,2.0,2.0,1.000,1.0,0.0
Dick Mcalpine,88,44,,3.0,7.8,.384,1.9,3.2,.597,3.6,,,,,2.0,7.8,
Roddy McAlpine,12,,,0.2,0.7,.250,0.4,1.0,.417,0.4,,,,,1.1,0.8,
J.R. McAnally,2,,,0.0,2.0,.000,0.5,0.5,1.000,,,,,,1.0,0.5,
Craig McAndrew,26,0,8.4,0.1,0.6,.133,0.1,0.6,.133,0.0,0.0,,0.2,0.5,.357,,
Jack McAndrew,32,,,0.3,0.9,.357,0.3,0.5,.500,0.7,0.5,,,,0.8,0.9,
Jim McAndrew,,,,,,,,,,,,,,,,,
Mark McAndrew,110,59,24.1,2.8,6.4,.447,1.4,2.6,.512,1.5,3.7,.400,2.8,3.4,.823,0.7,2.9
Mark McAndrew,105,,22.7,2.8,6.2,.445,1.2,1.4,.848,4.9,2.1,,,,,6.8,
Pat McAndrew,24,,,0.8,2.3,.345,0.4,0.5,.769,0.5,,,,,0.9,2.0,
Benny McArdle,76,,,2.6,8.2,.313,1.4,2.1,.663,2.1,1.5,,,,3.8,6.6,
Ed McArdle,25,,,0.2,0.5,.417,0.0,0.2,.200,0.3,,,,,0.3,0.4,
F McArdle,40,,,5.5,11.6,.470,2.4,3.3,.731,4.9,,,,,2.7,13.3,
Frank McArdle,,,,,,,,,,,,,,,,,
Frank McArdle,18,,,3.2,8.5,.373,2.3,2.8,.840,3.1,,,,,2.1,8.7,
Darrell McArthur,30,20,22.2,1.9,4.0,.487,1.6,2.9,.540,0.4,1.1,.344,0.8,1.3,.600,,
Ed McArthur,52,,,4.9,9.9,.496,1.0,1.8,.582,4.1,,,,,0.7,10.9,
Eric McArthur,104,89,23.8,4.1,7.8,.530,4.1,7.8,.531,0.0,0.0,.000,2.6,4.7,.564,,
Gale McArthur,86,,,2.7,,,2.0,,,,,,,,1.0,7.4,
John McArthur,128,52,16.1,1.2,3.1,.393,1.2,2.9,.407,0.0,0.2,.207,0.6,0.8,.750,1.0,1.8
Mort Mcarthur,10,,,0.3,0.6,.500,0.3,0.7,.429,1.7,,,,,,0.9,
Patrick McArthur,20,,,3.6,8.8,.411,,,,,,,1.9,3.0,.644,5.1,
Pierson McAtee,59,1,2.7,0.2,0.5,.452,0.2,0.3,.563,0.1,0.3,.333,0.1,0.2,.500,0.2,0.5
Bob McAteer,69,,,5.7,13.7,.418,3.9,5.1,.762,4.4,,,,,2.2,15.3,
Al McAuley,25,,,0.8,1.7,.442,0.7,1.2,.600,1.0,,,,,0.9,2.2,
Jay McAuley,46,3,5.6,0.2,0.8,.250,0.0,0.2,.125,0.2,0.6,.286,0.2,0.4,.611,0.3,0.4
Kevin McAuley,98,,,1.7,3.9,.446,0.9,1.2,.735,2.3,4.0,,,,1.8,4.3,
Lyle McAuley,65,,,2.3,6.0,.382,1.4,1.4,1.033,2.1,,,,,2.3,6.1,
Nick McAuley,2,0,2.5,0.5,1.0,.500,0.5,0.5,1.000,0.0,0.5,.000,0.0,0.0,,0.5,0.0
Andrew McAuliffe,120,11,11.0,1.2,2.2,.561,1.2,2.1,.577,0.0,0.1,.111,0.2,0.6,.319,0.7,1.4
Brian McAuliffe,25,,20.4,1.9,5.0,.379,0.4,0.8,.579,1.6,1.6,,,,1.2,4.2,
Jack McAuliffe,29,,,0.4,1.1,.364,0.4,0.6,.647,1.4,,,,,0.4,1.2,
Ryan Mcauliffe,3,0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,
Tom McAuliffe,13,,,0.9,4.2,.218,0.5,1.0,.538,,,,,,3.1,2.4,
Roberg Mcausland,11,,,0.5,1.3,.357,0.2,0.3,.667,,,,,,0.2,1.1,
Don McAvoy,64,10,16.3,1.7,4.3,.408,1.3,3.1,.426,0.4,1.2,.360,0.7,1.3,.566,0.4,1.5
Bill McBain,6,,,0.0,0.0,,0.8,1.0,.833,0.2,,,,,0.3,0.8,
Greg McBain,31,8,11.4,0.4,1.5,.267,0.4,1.4,.273,0.0,0.0,.000,0.3,0.6,.444,0.3,1.4
Kevin McBain,43,,,0.8,1.9,.415,0.4,0.6,.704,1.8,0.2,0.1,,,0.9,2.0,
Derrick McBeath,26,,,0.8,1.7,.489,,,,,,,0.7,1.3,.559,2.1,0.2
Sam McBeath,85,64,23.4,2.8,6.8,.416,1.8,3.4,.517,1.1,3.4,.315,1.5,2.4,.629,1.3,3.8
Pete McBee,8,,,0.3,0.3,1.000,0.3,0.3,1.000,0.0,0.0,,0.0,0.1,.000,,
Skylar McBee,131,28,18.4,1.4,4.1,.339,0.2,0.5,.292,1.2,3.5,.346,0.7,0.8,.860,0.2,1.0
Austin McBeth,20,0,1.6,0.0,0.1,.000,0.0,0.1,.000,0.0,0.1,.000,0.0,0.1,.000,0.0,0.2
Scott McBeth,25,,,0.1,0.7,.176,0.3,0.6,.467,0.8,0.0,,,,0.4,0.5,
Dupree McBrayer,123,97,28.1,2.9,7.6,.378,1.9,4.4,.417,1.0,3.2,.324,2.1,3.1,.687,0.2,1.9
AJ McBride,9,0,5.0,0.6,1.3,.417,0.4,0.9,.500,0.1,0.4,.250,0.3,1.0,.333,0.2,0.7
Anthony McBride,8,0,1.5,0.0,0.3,.000,0.0,0.1,.000,0.0,0.1,.000,0.0,0.0,,0.0,0.1
Anthony McBride,52,,,2.0,4.1,.479,1.8,3.8,.492,0.1,0.3,.333,1.1,1.4,.781,,
Bill Mcbride,24,,,2.4,5.5,.435,2.0,2.2,.904,3.0,,,,,1.4,6.7,
Blake McBride,10,0,3.1,0.1,0.7,.143,0.0,0.3,.000,0.1,0.4,.250,0.0,0.0,,0.1,0.2
Bryce McBride,31,18,30.7,3.9,9.2,.421,2.3,4.7,.486,1.6,4.5,.353,3.8,4.7,.810,0.9,1.8
Chauncey McBride,52,28,19.6,2.3,4.8,.466,2.1,4.0,.512,0.2,0.8,.238,1.3,2.2,.589,,
D'Angelo McBride,7,0,4.9,0.0,0.7,.000,0.0,0.4,.000,0.0,0.3,.000,0.9,1.3,.667,0.4,0.4
Darius McBride,3,0,2.0,0.3,0.3,1.000,0.3,0.3,1.000,0.0,0.0,,0.3,0.7,.500,0.0,0.3
Devin McBride,14,1,9.6,1.6,3.8,.415,1.1,2.6,.432,0.4,1.1,.375,0.9,1.4,.600,0.8,0.7
Don McBride,14,,1.0,0.2,0.4,.600,0.0,0.3,.000,0.1,0.0,,,,,0.4,
Elliot McBride,4,,,0.5,0.5,1.000,0.8,0.8,1.000,0.0,,,,,,1.8,
Greg McBride,28,,,0.7,1.3,.514,0.9,1.1,.774,1.1,0.3,,0.0,,0.3,2.2,
Harold McBride,68,33,26.2,3.3,8.7,.384,1.8,4.4,.408,1.5,4.3,.359,2.2,2.7,.790,0.5,2.0
Heddrick McBride,54,11,,1.0,2.1,.478,1.0,2.1,.474,0.0,0.0,1.000,0.8,1.1,.661,,
Issac McBride,37,3,15.7,2.3,5.8,.399,1.1,2.5,.435,1.2,3.3,.372,1.3,1.5,.870,0.1,1.6
